t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,92.71,92.71,92.71
1,1,1,1,0,0,0,0,51.54,51.54,51.54
2,1,1,1,0,0,0,0,22.25,22.25,22.25
3,1,1,1,0,0,0,0,32.63,32.63,32.63
4,1,1,1,0,0,0,0,22.01,22.01,22.01
5,1,1,1,0,0,0,0,33.6,33.6,33.6
6,1,1,1,0,0,0,0,21.29,21.29,21.29
7,1,1,1,0,0,0,0,32.35,32.35,32.35
8,1,1,1,0,0,0,0,20.74,20.74,20.74
9,1,1,1,0,0,0,0,31.24,31.24,31.24
10,1,1,1,0,0,0,0,23.64,23.64,23.64
11,1,1,1,0,0,0,0,32.8,32.8,32.8
12,1,1,1,0,0,0,0,24.88,24.88,24.88
13,1,1,1,0,0,0,0,32.31,32.31,32.31
14,1,1,1,0,0,0,0,22.83,22.83,22.83
15,1,1,1,0,0,0,0,31.99,31.99,31.99
16,1,1,1,0,0,0,0,23.53,23.53,23.53
17,1,1,1,0,0,0,0,31.36,31.36,31.36
18,1,1,1,0,0,0,0,25.41,25.41,25.41
19,1,1,1,0,0,0,0,33.23,33.23,33.23
20,1,1,1,0,0,0,0,25.73,25.73,25.73
21,1,1,1,0,0,0,0,32.83,32.83,32.83
22,1,1,1,0,0,0,0,27.52,27.52,27.52
23,1,1,1,0,0,0,0,33.76,33.76,33.76
24,1,1,1,0,0,0,0,27.99,27.99,27.99
25,2,2,2,0,0,0,0,24.75,28.98,28.98
26,1,1,1,0,0,0,0,35.46,35.46,35.46
27,1,1,1,0,0,0,0,21.11,21.11,21.11
28,1,1,1,0,0,0,0,31.51,31.51,31.51
29,1,1,1,0,0,0,0,28.7,28.7,28.7
30,1,1,1,0,0,0,0,30.54,30.54,30.54
31,1,1,1,0,0,0,0,32.36,32.36,32.36
32,1,1,1,0,0,0,0,36.52,36.52,36.52
33,1,1,1,0,0,0,0,27.21,27.21,27.21
34,1,1,1,0,0,0,0,36.57,36.57,36.57
35,1,1,1,0,0,0,0,25.39,25.39,25.39
36,1,1,1,0,0,0,0,30.37,30.37,30.37
