t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,70.15,70.15,70.15
1,1,1,1,0,0,0,0,36.1,36.1,36.1
2,1,1,1,0,0,0,0,21.91,21.91,21.91
3,1,1,1,0,0,0,0,33.29,33.29,33.29
4,1,1,1,0,0,0,0,22.44,22.44,22.44
5,1,1,1,0,0,0,0,29.19,29.19,29.19
6,1,1,1,0,0,0,0,21.43,21.43,21.43
7,1,1,1,0,0,0,0,30.38,30.38,30.38
8,1,1,1,0,0,0,0,23.07,23.07,23.07
9,1,1,1,0,0,0,0,31.73,31.73,31.73
10,1,1,1,0,0,0,0,21.28,21.28,21.28
11,1,1,1,0,0,0,0,31.07,31.07,31.07
12,1,1,1,0,0,0,0,22.31,22.31,22.31
13,1,1,1,0,0,0,0,28.69,28.69,28.69
14,1,1,1,0,0,0,0,28.48,28.48,28.48
15,1,1,1,0,0,0,0,27.82,27.82,27.82
16,1,1,1,0,0,0,0,29.99,29.99,29.99
17,1,1,1,0,0,0,0,86.07,86.07,86.07
18,1,1,1,0,0,0,0,47.75,47.75,47.75
19,1,1,1,0,0,0,0,30.97,30.97,30.97
20,1,1,1,0,0,0,0,29.12,29.12,29.12
21,1,1,1,0,0,0,0,29.11,29.11,29.11
22,1,1,1,0,0,0,0,21.95,21.95,21.95
23,1,1,1,0,0,0,0,27.19,27.19,27.19
24,1,1,1,0,0,0,0,22.13,22.13,22.13
25,2,2,2,0,0,0,0,18.93,29.81,29.81
26,1,1,1,0,0,0,0,33.73,33.73,33.73
27,1,1,1,0,0,0,0,20.2,20.2,20.2
28,1,1,1,0,0,0,0,30.75,30.75,30.75
29,1,1,1,0,0,0,0,20.99,20.99,20.99
30,1,1,1,0,0,0,0,33.19,33.19,33.19
31,1,1,1,0,0,0,0,22.3,22.3,22.3
32,1,1,1,0,0,0,0,33.24,33.24,33.24
33,1,1,1,0,0,0,0,49.68,49.68,49.68
34,1,1,1,0,0,0,0,31.69,31.69,31.69
35,1,1,1,0,0,0,0,25.81,25.81,25.81
36,1,1,1,0,0,0,0,33.16,33.16,33.16
37,1,1,1,0,0,0,0,23.15,23.15,23.15
38,1,1,1,0,0,0,0,34.76,34.76,34.76
39,1,1,1,0,0,0,0,27.64,27.64,27.64
40,1,1,1,0,0,0,0,32.25,32.25,32.25
41,1,1,1,0,0,0,0,26.76,26.76,26.76
42,1,1,1,0,0,0,0,34.93,34.93,34.93
43,1,1,1,0,0,0,0,25.67,25.67,25.67
44,1,1,1,0,0,0,0,32.23,32.23,32.23
45,1,1,1,0,0,0,0,24.1,24.1,24.1
46,1,1,1,0,0,0,0,29.32,29.32,29.32
47,1,1,1,0,0,0,0,23.82,23.82,23.82
48,1,1,1,0,0,0,0,32.8,32.8,32.8
49,1,1,1,0,0,0,0,22.19,22.19,22.19
50,2,2,2,0,0,0,0,24.94,32.24,32.24
51,1,1,1,0,0,0,0,32.75,32.75,32.75
52,1,1,1,0,0,0,0,25.43,25.43,25.43
53,1,1,1,0,0,0,0,45.37,45.37,45.37
54,1,1,1,0,0,0,0,23.9,23.9,23.9
55,1,1,1,0,0,0,0,30.62,30.62,30.62
56,1,1,1,0,0,0,0,24.71,24.71,24.71
57,1,1,1,0,0,0,0,33.8,33.8,33.8
58,1,1,1,0,0,0,0,23.25,23.25,23.25
59,1,1,1,0,0,0,0,31.16,31.16,31.16
60,1,1,1,0,0,0,0,23.87,23.87,23.87
61,1,1,1,0,0,0,0,31.11,31.11,31.11
62,1,1,1,0,0,0,0,26.93,26.93,26.93
63,1,1,1,0,0,0,0,32.71,32.71,32.71
64,1,1,1,0,0,0,0,23.47,23.47,23.47
65,1,1,1,0,0,0,0,32.72,32.72,32.72
66,1,1,1,0,0,0,0,23.91,23.91,23.91
67,1,1,1,0,0,0,0,32.21,32.21,32.21
68,1,1,1,0,0,0,0,24.23,24.23,24.23
69,1,1,1,0,0,0,0,30.31,30.31,30.31
70,1,1,1,0,0,0,0,27.26,27.26,27.26
71,1,1,1,0,0,0,0,32.01,32.01,32.01
72,1,1,1,0,0,0,0,23.69,23.69,23.69
73,1,1,1,0,0,0,0,30.6,30.6,30.6
74,1,1,1,0,0,0,0,22.55,22.55,22.55
75,2,2,2,0,0,0,0,23.93,50.94,50.94
76,1,1,1,0,0,0,0,36.96,36.96,36.96
77,1,1,1,0,0,0,0,29.59,29.59,29.59
78,1,1,1,0,0,0,0,31.97,31.97,31.97
79,1,1,1,0,0,0,0,23.35,23.35,23.35
