t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,73.54,73.54,73.54
1,1,1,1,0,0,0,0,29.95,29.95,29.95
2,1,1,1,0,0,0,0,30.9,30.9,30.9
3,1,1,1,0,0,0,0,23.82,23.82,23.82
4,1,1,1,0,0,0,0,20.93,20.93,20.93
5,1,1,1,0,0,0,0,31.04,31.04,31.04
6,1,1,1,0,0,0,0,27.04,27.04,27.04
7,1,1,1,0,0,0,0,22.33,22.33,22.33
8,1,1,1,0,0,0,0,20.94,20.94,20.94
9,1,1,1,0,0,0,0,30.18,30.18,30.18
10,1,1,1,0,0,0,0,30.2,30.2,30.2
11,1,1,1,0,0,0,0,20.62,20.62,20.62
12,1,1,1,0,0,0,0,18.51,18.51,18.51
13,1,1,1,0,0,0,0,28.68,28.68,28.68
14,1,1,1,0,0,0,0,30.0,30.0,30.0
15,1,1,1,0,0,0,0,20.8,20.8,20.8
16,1,1,1,0,0,0,0,21.48,21.48,21.48
17,1,1,1,0,0,0,0,28.79,28.79,28.79
18,1,1,1,0,0,0,0,29.55,29.55,29.55
19,1,1,1,0,0,0,0,20.86,20.86,20.86
20,1,1,1,0,0,0,0,21.45,21.45,21.45
21,1,1,1,0,0,0,0,29.9,29.9,29.9
22,1,1,1,0,0,0,0,31.05,31.05,31.05
23,1,1,1,0,0,0,0,20.73,20.73,20.73
24,1,1,1,0,0,0,0,22.68,22.68,22.68
25,2,2,2,0,0,0,0,29.77,31.36,31.36
26,1,1,1,0,0,0,0,19.23,19.23,19.23
27,1,1,1,0,0,0,0,17.59,17.59,17.59
28,1,1,1,0,0,0,0,33.01,33.01,33.01
29,1,1,1,0,0,0,0,30.15,30.15,30.15
30,1,1,1,0,0,0,0,21.95,21.95,21.95
31,1,1,1,0,0,0,0,18.52,18.52,18.52
32,1,1,1,0,0,0,0,35.65,35.65,35.65
33,1,1,1,0,0,0,0,31.99,31.99,31.99
34,1,1,1,0,0,0,0,26.07,26.07,26.07
35,1,1,1,0,0,0,0,22.38,22.38,22.38
36,1,1,1,0,0,0,0,33.24,33.24,33.24
37,1,1,1,0,0,0,0,32.31,32.31,32.31
38,1,1,1,0,0,0,0,25.26,25.26,25.26
39,1,1,1,0,0,0,0,23.72,23.72,23.72
40,1,1,1,0,0,0,0,31.27,31.27,31.27
41,1,1,1,0,0,0,0,35.26,35.26,35.26
42,1,1,1,0,0,0,0,28.39,28.39,28.39
43,1,1,1,0,0,0,0,32.22,32.22,32.22
44,1,1,1,0,0,0,0,37.53,37.53,37.53
45,1,1,1,0,0,0,0,36.1,36.1,36.1
46,1,1,1,0,0,0,0,23.04,23.04,23.04
47,1,1,1,0,0,0,0,23.61,23.61,23.61
48,1,1,1,0,0,0,0,30.01,30.01,30.01
49,1,1,1,0,0,0,0,31.17,31.17,31.17
50,2,2,2,0,0,0,0,22.77,25.43,25.43
51,1,1,1,0,0,0,0,37.31,37.31,37.31
52,1,1,1,0,0,0,0,32.82,32.82,32.82
53,1,1,1,0,0,0,0,22.5,22.5,22.5
54,1,1,1,0,0,0,0,22.41,22.41,22.41
55,1,1,1,0,0,0,0,33.71,33.71,33.71
56,1,1,1,0,0,0,0,30.44,30.44,30.44
57,1,1,1,0,0,0,0,22.25,22.25,22.25
58,1,1,1,0,0,0,0,21.95,21.95,21.95
59,1,1,1,0,0,0,0,30.02,30.02,30.02
60,1,1,1,0,0,0,0,32.56,32.56,32.56
61,1,1,1,0,0,0,0,23.05,23.05,23.05
62,1,1,1,0,0,0,0,23.84,23.84,23.84
63,1,1,1,0,0,0,0,32.49,32.49,32.49
64,1,1,1,0,0,0,0,30.67,30.67,30.67
65,1,1,1,0,0,0,0,22.52,22.52,22.52
66,1,1,1,0,0,0,0,22.85,22.85,22.85
67,1,1,1,0,0,0,0,30.87,30.87,30.87
68,1,1,1,0,0,0,0,32.69,32.69,32.69
69,1,1,1,0,0,0,0,20.94,20.94,20.94
70,1,1,1,0,0,0,0,23.69,23.69,23.69
71,1,1,1,0,0,0,0,33.27,33.27,33.27
72,1,1,1,0,0,0,0,34.33,34.33,34.33
73,1,1,1,0,0,0,0,22.0,22.0,22.0
74,1,1,1,0,0,0,0,20.52,20.52,20.52
75,2,2,2,0,0,0,0,29.38,33.0,33.0
76,1,1,1,0,0,0,0,22.7,22.7,22.7
77,1,1,1,0,0,0,0,22.53,22.53,22.53
78,1,1,1,0,0,0,0,36.22,36.22,36.22
79,1,1,1,0,0,0,0,30.52,30.52,30.52
80,1,1,1,0,0,0,0,24.96,24.96,24.96
81,1,1,1,0,0,0,0,22.4,22.4,22.4
82,1,1,1,0,0,0,0,32.23,32.23,32.23
83,1,1,1,0,0,0,0,31.32,31.32,31.32
84,1,1,1,0,0,0,0,22.52,22.52,22.52
85,1,1,1,0,0,0,0,21.71,21.71,21.71
86,1,1,1,0,0,0,0,29.47,29.47,29.47
87,1,1,1,0,0,0,0,33.55,33.55,33.55
88,1,1,1,0,0,0,0,24.43,24.43,24.43
89,1,1,1,0,0,0,0,20.41,20.41,20.41
90,1,1,1,0,0,0,0,31.94,31.94,31.94
91,1,1,1,0,0,0,0,37.05,37.05,37.05
92,1,1,1,0,0,0,0,22.63,22.63,22.63
93,1,1,1,0,0,0,0,21.51,21.51,21.51
94,1,1,1,0,0,0,0,32.63,32.63,32.63
95,1,1,1,0,0,0,0,33.09,33.09,33.09
96,1,1,1,0,0,0,0,26.15,26.15,26.15
97,1,1,1,0,0,0,0,21.04,21.04,21.04
98,1,1,1,0,0,0,0,30.81,30.81,30.81
99,1,1,1,0,0,0,0,31.67,31.67,31.67
100,2,2,2,0,0,0,0,23.49,26.26,26.26
101,1,1,1,0,0,0,0,41.06,41.06,41.06
102,1,1,1,0,0,0,0,41.83,41.83,41.83
103,1,1,1,0,0,0,0,23.04,23.04,23.04
104,1,1,1,0,0,0,0,23.17,23.17,23.17
105,1,1,1,0,0,0,0,31.71,31.71,31.71
106,1,1,1,0,0,0,0,31.21,31.21,31.21
107,1,1,1,0,0,0,0,22.46,22.46,22.46
108,1,1,1,0,0,0,0,22.7,22.7,22.7
109,1,1,1,0,0,0,0,32.05,32.05,32.05
110,1,1,1,0,0,0,0,30.69,30.69,30.69
111,1,1,1,0,0,0,0,22.39,22.39,22.39
112,1,1,1,0,0,0,0,18.43,18.43,18.43
113,1,1,1,0,0,0,0,31.36,31.36,31.36
114,1,1,1,0,0,0,0,33.21,33.21,33.21
115,1,1,1,0,0,0,0,21.89,21.89,21.89
116,1,1,1,0,0,0,0,22.26,22.26,22.26
