t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,74.66,74.66,74.66
1,1,1,1,0,0,0,0,38.51,38.51,38.51
2,1,1,1,0,0,0,0,24.12,24.12,24.12
3,1,1,1,0,0,0,0,33.6,33.6,33.6
4,1,1,1,0,0,0,0,22.65,22.65,22.65
5,1,1,1,0,0,0,0,35.86,35.86,35.86
6,1,1,1,0,0,0,0,21.15,21.15,21.15
7,1,1,1,0,0,0,0,35.91,35.91,35.91
8,1,1,1,0,0,0,0,20.84,20.84,20.84
9,1,1,1,0,0,0,0,34.28,34.28,34.28
10,1,1,1,0,0,0,0,24.06,24.06,24.06
11,1,1,1,0,0,0,0,35.71,35.71,35.71
12,1,1,1,0,0,0,0,22.92,22.92,22.92
13,1,1,1,0,0,0,0,32.68,32.68,32.68
14,1,1,1,0,0,0,0,27.77,27.77,27.77
15,1,1,1,0,0,0,0,34.03,34.03,34.03
16,1,1,1,0,0,0,0,24.08,24.08,24.08
17,1,1,1,0,0,0,0,32.91,32.91,32.91
18,1,1,1,0,0,0,0,24.11,24.11,24.11
19,1,1,1,0,0,0,0,33.69,33.69,33.69
20,1,1,1,0,0,0,0,25.12,25.12,25.12
21,1,1,1,0,0,0,0,36.47,36.47,36.47
22,1,1,1,0,0,0,0,23.58,23.58,23.58
23,1,1,1,0,0,0,0,35.74,35.74,35.74
24,1,1,1,0,0,0,0,25.29,25.29,25.29
25,2,2,2,0,0,0,0,25.4,33.71,33.71
26,1,1,1,0,0,0,0,35.87,35.87,35.87
27,1,1,1,0,0,0,0,22.56,22.56,22.56
28,1,1,1,0,0,0,0,34.56,34.56,34.56
29,1,1,1,0,0,0,0,23.42,23.42,23.42
30,1,1,1,0,0,0,0,33.0,33.0,33.0
31,1,1,1,0,0,0,0,28.05,28.05,28.05
32,1,1,1,0,0,0,0,34.25,34.25,34.25
33,1,1,1,0,0,0,0,54.21,54.21,54.21
34,1,1,1,0,0,0,0,44.75,44.75,44.75
35,1,1,1,0,0,0,0,24.06,24.06,24.06
36,1,1,1,0,0,0,0,33.69,33.69,33.69
37,1,1,1,0,0,0,0,22.48,22.48,22.48
38,1,1,1,0,0,0,0,33.88,33.88,33.88
39,1,1,1,0,0,0,0,21.45,21.45,21.45
40,1,1,1,0,0,0,0,39.02,39.02,39.02
41,1,1,1,0,0,0,0,22.2,22.2,22.2
42,1,1,1,0,0,0,0,33.72,33.72,33.72
43,1,1,1,0,0,0,0,22.13,22.13,22.13
44,1,1,1,0,0,0,0,33.25,33.25,33.25
45,1,1,1,0,0,0,0,22.19,22.19,22.19
46,1,1,1,0,0,0,0,33.33,33.33,33.33
47,1,1,1,0,0,0,0,20.24,20.24,20.24
48,1,1,1,0,0,0,0,33.66,33.66,33.66
49,1,1,1,0,0,0,0,22.72,22.72,22.72
50,2,2,2,0,0,0,0,22.26,38.74,38.74
51,1,1,1,0,0,0,0,32.1,32.1,32.1
52,1,1,1,0,0,0,0,38.33,38.33,38.33
53,1,1,1,0,0,0,0,30.78,30.78,30.78
54,1,1,1,0,0,0,0,22.94,22.94,22.94
55,1,1,1,0,0,0,0,32.59,32.59,32.59
56,1,1,1,0,0,0,0,23.17,23.17,23.17
57,1,1,1,0,0,0,0,32.04,32.04,32.04
58,1,1,1,0,0,0,0,22.56,22.56,22.56
59,1,1,1,0,0,0,0,30.51,30.51,30.51
60,1,1,1,0,0,0,0,21.45,21.45,21.45
61,1,1,1,0,0,0,0,32.29,32.29,32.29
62,1,1,1,0,0,0,0,22.05,22.05,22.05
63,1,1,1,0,0,0,0,31.45,31.45,31.45
64,1,1,1,0,0,0,0,20.83,20.83,20.83
65,1,1,1,0,0,0,0,31.89,31.89,31.89
66,1,1,1,0,0,0,0,20.38,20.38,20.38
67,1,1,1,0,0,0,0,31.84,31.84,31.84
68,1,1,1,0,0,0,0,21.63,21.63,21.63
69,1,1,1,0,0,0,0,31.46,31.46,31.46
70,1,1,1,0,0,0,0,21.36,21.36,21.36
71,1,1,1,0,0,0,0,32.46,32.46,32.46
72,1,1,1,0,0,0,0,20.18,20.18,20.18
73,1,1,1,0,0,0,0,34.08,34.08,34.08
74,1,1,1,0,0,0,0,20.57,20.57,20.57
75,2,2,2,0,0,0,0,21.46,35.9,35.9
76,1,1,1,0,0,0,0,38.84,38.84,38.84
77,1,1,1,0,0,0,0,19.98,19.98,19.98
78,1,1,1,0,0,0,0,33.33,33.33,33.33
79,1,1,1,0,0,0,0,26.27,26.27,26.27
80,1,1,1,0,0,0,0,36.2,36.2,36.2
81,1,1,1,0,0,0,0,23.0,23.0,23.0
82,1,1,1,0,0,0,0,31.78,31.78,31.78
83,1,1,1,0,0,0,0,19.52,19.52,19.52
84,1,1,1,0,0,0,0,30.73,30.73,30.73
85,1,1,1,0,0,0,0,22.73,22.73,22.73
86,1,1,1,0,0,0,0,32.55,32.55,32.55
87,1,1,1,0,0,0,0,19.97,19.97,19.97
88,1,1,1,0,0,0,0,32.98,32.98,32.98
89,1,1,1,0,0,0,0,19.83,19.83,19.83
90,1,1,1,0,0,0,0,31.45,31.45,31.45
91,1,1,1,0,0,0,0,22.04,22.04,22.04
92,1,1,1,0,0,0,0,34.13,34.13,34.13
93,1,1,1,0,0,0,0,26.46,26.46,26.46
94,1,1,1,0,0,0,0,33.97,33.97,33.97
95,1,1,1,0,0,0,0,22.95,22.95,22.95
96,1,1,1,0,0,0,0,37.81,37.81,37.81
97,1,1,1,0,0,0,0,25.5,25.5,25.5
98,1,1,1,0,0,0,0,33.88,33.88,33.88
99,1,1,1,0,0,0,0,19.5,19.5,19.5
100,2,2,2,0,0,0,0,20.11,30.65,30.65
101,1,1,1,0,0,0,0,34.62,34.62,34.62
102,1,1,1,0,0,0,0,20.13,20.13,20.13
103,1,1,1,0,0,0,0,32.44,32.44,32.44
104,1,1,1,0,0,0,0,21.47,21.47,21.47
105,1,1,1,0,0,0,0,37.3,37.3,37.3
106,1,1,1,0,0,0,0,21.09,21.09,21.09
107,1,1,1,0,0,0,0,33.38,33.38,33.38
108,1,1,1,0,0,0,0,23.58,23.58,23.58
109,1,1,1,0,0,0,0,35.17,35.17,35.17
