t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,3,3,3,0,0,0,0,30.62,120.12,120.12
1,11,11,11,0,0,0,0,30.61,53.0,66.16
2,19,19,19,0,0,0,0,33.33,47.61,48.88
3,26,26,26,0,0,0,0,28.31,52.14,52.48
4,34,34,34,0,0,0,0,26.91,35.02,42.29
5,41,41,41,0,0,0,0,25.59,32.14,33.98
6,49,49,49,0,0,0,0,28.42,35.22,38.82
7,56,56,56,0,0,0,0,33.35,65.73,85.83
8,64,64,64,0,0,0,0,29.41,35.24,35.8
9,71,71,71,0,0,0,0,30.61,37.55,42.45
10,75,75,75,0,0,0,0,32.77,39.82,41.44
11,75,75,75,0,0,0,0,33.03,40.22,41.8
12,75,75,69,6,0,0,0,383.07,624.69,805.69
13,75,75,75,0,0,0,0,329.0,570.12,592.7
14,75,75,75,0,0,0,0,110.45,261.89,329.75
15,75,75,75,0,0,0,0,35.32,40.31,44.18
16,75,75,75,0,0,0,0,32.7,38.91,46.24
17,75,75,75,0,0,0,0,32.29,38.94,40.52
18,75,75,75,0,0,0,0,33.3,40.77,46.38
19,75,75,75,0,0,0,0,33.68,44.72,49.34
20,75,75,75,0,0,0,0,35.24,42.21,43.53
21,75,75,75,0,0,0,0,33.9,42.07,48.25
22,75,75,75,0,0,0,0,34.09,38.6,42.95
23,75,75,75,0,0,0,0,33.39,38.89,40.52
24,75,75,75,0,0,0,0,37.1,61.6,68.13
25,75,75,75,0,0,0,0,154.04,287.05,343.67
26,75,75,75,0,0,0,0,36.55,116.89,140.72
27,75,75,75,0,0,0,0,33.73,41.77,46.37
28,75,75,75,0,0,0,0,32.82,40.69,42.68
29,75,75,75,0,0,0,0,33.03,39.51,42.41
30,75,75,75,0,0,0,0,34.05,41.03,41.54
31,75,75,75,0,0,0,0,30.77,38.59,40.14
32,75,75,75,0,0,0,0,35.48,90.17,129.16
33,75,75,75,0,0,0,0,28.78,34.94,36.69
34,75,75,75,0,0,0,0,30.1,37.45,39.49
35,75,75,75,0,0,0,0,33.35,38.55,40.57
36,75,75,75,0,0,0,0,34.48,45.96,55.28
37,75,75,75,0,0,0,0,31.69,38.99,39.45
38,75,75,75,0,0,0,0,32.34,38.38,40.86
39,75,75,75,0,0,0,0,31.82,38.83,39.89
40,75,75,75,0,0,0,0,33.25,39.77,43.86
41,75,75,75,0,0,0,0,33.79,39.63,42.52
42,75,75,75,0,0,0,0,33.46,59.77,69.79
43,75,75,75,0,0,0,0,263.11,365.63,385.52
44,75,75,75,0,0,0,0,113.99,234.18,279.8
45,75,75,75,0,0,0,0,32.97,40.97,42.33
46,75,75,75,0,0,0,0,33.81,40.46,41.59
47,75,75,75,0,0,0,0,35.2,42.14,44.32
48,75,75,75,0,0,0,0,33.62,40.68,43.23
49,75,75,75,0,0,0,0,32.51,43.31,47.14
50,75,75,75,0,0,0,0,32.92,38.9,42.13
51,75,75,75,0,0,0,0,34.37,42.13,47.01
52,75,75,75,0,0,0,0,32.42,39.71,42.9
53,75,75,75,0,0,0,0,34.22,42.12,42.87
54,75,75,75,0,0,0,0,34.37,57.91,61.37
55,75,75,75,0,0,0,0,35.62,43.79,48.31
56,75,75,75,0,0,0,0,33.12,39.21,44.18
57,75,75,75,0,0,0,0,33.23,41.83,45.04
58,75,75,75,0,0,0,0,33.32,39.31,40.3
59,75,75,75,0,0,0,0,33.72,38.17,38.61
60,75,75,75,0,0,0,0,32.24,39.26,44.02
61,75,75,75,0,0,0,0,136.18,320.29,356.3
62,75,75,75,0,0,0,0,141.42,271.48,284.38
63,75,75,75,0,0,0,0,32.16,43.47,46.26
64,75,75,75,0,0,0,0,37.16,51.76,53.29
65,75,75,75,0,0,0,0,66.11,143.8,152.71
66,75,75,75,0,0,0,0,115.86,239.46,248.8
67,75,75,75,0,0,0,0,34.39,42.59,43.92
68,75,75,75,0,0,0,0,34.17,42.56,43.96
69,75,75,75,0,0,0,0,33.84,39.72,42.07
