t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,3,3,3,0,0,0,0,34.59,80.48,80.48
1,11,11,11,0,0,0,0,31.45,33.36,36.56
2,19,19,19,0,0,0,0,30.65,33.38,34.2
3,26,26,26,0,0,0,0,28.36,33.59,39.27
4,34,34,34,0,0,0,0,26.79,30.75,34.62
5,41,41,41,0,0,0,0,25.17,32.61,36.08
6,49,49,49,0,0,0,0,26.85,34.01,48.38
7,56,56,56,0,0,0,0,30.15,47.79,52.19
8,64,64,64,0,0,0,0,31.21,35.89,37.27
9,71,71,71,0,0,0,0,28.87,35.13,35.87
10,75,75,75,0,0,0,0,60.42,332.82,433.63
11,75,75,75,0,0,0,0,252.7,320.97,348.26
12,75,75,75,0,0,0,0,35.2,122.42,147.27
13,75,75,75,0,0,0,0,32.63,38.33,53.0
14,75,75,75,0,0,0,0,32.78,38.22,41.15
15,75,75,75,0,0,0,0,33.02,40.63,65.31
16,75,75,75,0,0,0,0,31.38,39.13,41.58
17,75,75,75,0,0,0,0,31.45,37.7,38.78
18,75,75,75,0,0,0,0,30.38,38.5,38.94
19,75,75,75,0,0,0,0,30.23,36.14,36.93
20,75,75,75,0,0,0,0,30.08,36.21,37.56
21,75,75,75,0,0,0,0,31.12,37.45,38.09
22,75,75,75,0,0,0,0,34.0,54.33,62.76
23,75,75,75,0,0,0,0,32.3,36.88,39.58
24,75,75,75,0,0,0,0,33.02,246.54,335.3
25,75,75,75,0,0,0,0,164.12,230.09,259.99
26,75,75,75,0,0,0,0,29.19,39.92,46.77
27,75,75,75,0,0,0,0,28.41,35.84,36.88
28,75,75,75,0,0,0,0,32.72,38.26,39.36
29,75,75,75,0,0,0,0,30.12,37.86,38.94
30,75,75,75,0,0,0,0,33.0,39.36,40.36
31,75,75,75,0,0,0,0,32.99,41.73,42.63
32,75,75,75,0,0,0,0,33.2,42.6,49.42
33,75,75,75,0,0,0,0,31.61,40.51,43.27
34,75,75,75,0,0,0,0,30.79,40.3,44.35
35,75,75,75,0,0,0,0,31.25,43.81,59.85
36,75,75,75,0,0,0,0,175.15,269.3,336.79
37,75,75,75,0,0,0,0,34.2,82.91,112.88
38,75,75,75,0,0,0,0,32.71,39.39,40.07
39,75,75,75,0,0,0,0,33.63,41.07,42.81
40,75,75,75,0,0,0,0,33.22,39.2,42.89
41,75,75,75,0,0,0,0,31.92,38.13,39.27
42,75,75,75,0,0,0,0,31.93,37.79,38.61
43,75,75,75,0,0,0,0,33.23,39.94,42.82
44,75,75,75,0,0,0,0,31.62,39.24,40.0
45,75,75,75,0,0,0,0,29.98,36.84,39.49
46,75,75,75,0,0,0,0,31.14,38.11,39.22
47,75,75,75,0,0,0,0,39.95,68.21,73.75
48,75,75,75,0,0,0,0,32.19,38.07,39.42
49,75,75,75,0,0,0,0,32.34,39.41,41.89
50,75,75,75,0,0,0,0,32.69,38.54,40.17
51,75,75,75,0,0,0,0,38.56,291.21,366.72
52,75,75,75,0,0,0,0,166.25,267.17,270.53
53,75,75,75,0,0,0,0,30.59,41.12,46.03
54,75,75,75,0,0,0,0,30.36,35.6,40.26
55,75,75,75,0,0,0,0,37.41,72.18,88.19
56,75,75,75,0,0,0,0,52.7,214.99,238.52
57,75,75,75,0,0,0,0,219.67,321.28,351.25
58,75,75,75,0,0,0,0,36.1,82.17,89.24
59,75,75,75,0,0,0,0,35.05,43.21,44.6
60,75,75,75,0,0,0,0,32.94,43.33,44.16
61,75,75,75,0,0,0,0,34.57,39.38,40.43
62,75,75,75,0,0,0,0,48.78,114.87,122.93
63,75,75,75,0,0,0,0,71.16,126.13,141.26
64,75,75,75,0,0,0,0,43.21,86.52,96.78
65,75,75,75,0,0,0,0,32.22,37.9,41.15
66,75,75,75,0,0,0,0,33.38,44.64,46.44
67,75,75,75,0,0,0,0,33.48,41.64,42.43
68,75,75,75,0,0,0,0,40.47,70.26,78.32
69,75,75,75,0,0,0,0,43.72,55.63,58.14
