t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,104.0,104.0,104.0
1,1,1,1,0,0,0,0,36.58,36.58,36.58
2,1,1,1,0,0,0,0,25.78,25.78,25.78
3,1,1,1,0,0,0,0,25.54,25.54,25.54
4,1,1,1,0,0,0,0,26.37,26.37,26.37
5,1,1,1,0,0,0,0,33.51,33.51,33.51
6,1,1,1,0,0,0,0,43.46,43.46,43.46
7,1,1,1,0,0,0,0,33.58,33.58,33.58
8,1,1,1,0,0,0,0,29.35,29.35,29.35
9,1,1,1,0,0,0,0,35.32,35.32,35.32
10,1,1,1,0,0,0,0,24.11,24.11,24.11
11,1,1,1,0,0,0,0,33.57,33.57,33.57
12,1,1,1,0,0,0,0,32.72,32.72,32.72
13,1,1,1,0,0,0,0,28.41,28.41,28.41
14,1,1,1,0,0,0,0,25.55,25.55,25.55
15,1,1,1,0,0,0,0,31.22,31.22,31.22
16,1,1,1,0,0,0,0,32.92,32.92,32.92
17,1,1,1,0,0,0,0,22.17,22.17,22.17
18,1,1,1,0,0,0,0,26.46,26.46,26.46
19,1,1,1,0,0,0,0,36.43,36.43,36.43
20,1,1,1,0,0,0,0,23.32,23.32,23.32
21,1,1,1,0,0,0,0,22.32,22.32,22.32
22,1,1,1,0,0,0,0,27.42,27.42,27.42
23,1,1,1,0,0,0,0,27.92,27.92,27.92
24,1,1,1,0,0,0,0,33.95,33.95,33.95
25,2,2,2,0,0,0,0,34.83,37.91,37.91
26,1,1,1,0,0,0,0,28.09,28.09,28.09
27,1,1,1,0,0,0,0,24.14,24.14,24.14
28,1,1,1,0,0,0,0,20.04,20.04,20.04
29,1,1,1,0,0,0,0,22.67,22.67,22.67
30,1,1,1,0,0,0,0,23.01,23.01,23.01
31,1,1,1,0,0,0,0,59.38,59.38,59.38
32,1,1,1,0,0,0,0,30.31,30.31,30.31
33,1,1,1,0,0,0,0,38.78,38.78,38.78
34,1,1,1,0,0,0,0,31.14,31.14,31.14
35,1,1,1,0,0,0,0,30.13,30.13,30.13
36,1,1,1,0,0,0,0,30.59,30.59,30.59
37,1,1,1,0,0,0,0,22.54,22.54,22.54
38,1,1,1,0,0,0,0,32.03,32.03,32.03
39,1,1,1,0,0,0,0,32.12,32.12,32.12
40,1,1,1,0,0,0,0,29.9,29.9,29.9
41,1,1,1,0,0,0,0,22.13,22.13,22.13
42,1,1,1,0,0,0,0,29.92,29.92,29.92
43,1,1,1,0,0,0,0,30.86,30.86,30.86
44,1,1,1,0,0,0,0,30.22,30.22,30.22
45,1,1,1,0,0,0,0,27.9,27.9,27.9
46,1,1,1,0,0,0,0,29.66,29.66,29.66
47,1,1,1,0,0,0,0,25.78,25.78,25.78
48,1,1,1,0,0,0,0,33.31,33.31,33.31
49,1,1,1,0,0,0,0,31.57,31.57,31.57
50,2,2,2,0,0,0,0,33.01,61.61,61.61
51,1,1,1,0,0,0,0,21.02,21.02,21.02
52,1,1,1,0,0,0,0,20.8,20.8,20.8
53,1,1,1,0,0,0,0,30.64,30.64,30.64
54,1,1,1,0,0,0,0,34.07,34.07,34.07
55,1,1,1,0,0,0,0,29.77,29.77,29.77
56,1,1,1,0,0,0,0,33.92,33.92,33.92
57,1,1,1,0,0,0,0,35.61,35.61,35.61
58,1,1,1,0,0,0,0,36.43,36.43,36.43
59,1,1,1,0,0,0,0,36.05,36.05,36.05
60,1,1,1,0,0,0,0,47.67,47.67,47.67
61,1,1,1,0,0,0,0,37.21,37.21,37.21
62,1,1,1,0,0,0,0,30.03,30.03,30.03
63,1,1,1,0,0,0,0,24.88,24.88,24.88
64,1,1,1,0,0,0,0,34.72,34.72,34.72
65,1,1,1,0,0,0,0,35.67,35.67,35.67
66,1,1,1,0,0,0,0,36.59,36.59,36.59
67,1,1,1,0,0,0,0,38.44,38.44,38.44
68,1,1,1,0,0,0,0,32.18,32.18,32.18
69,1,1,1,0,0,0,0,32.05,32.05,32.05
70,1,1,1,0,0,0,0,33.46,33.46,33.46
71,1,1,1,0,0,0,0,34.3,34.3,34.3
72,1,1,1,0,0,0,0,29.3,29.3,29.3
73,1,1,1,0,0,0,0,25.16,25.16,25.16
74,1,1,1,0,0,0,0,33.48,33.48,33.48
75,2,2,2,0,0,0,0,33.87,36.24,36.24
76,1,1,1,0,0,0,0,36.07,36.07,36.07
77,1,1,1,0,0,0,0,31.69,31.69,31.69
78,1,1,1,0,0,0,0,31.84,31.84,31.84
79,1,1,1,0,0,0,0,50.61,50.61,50.61
80,1,1,1,0,0,0,0,34.62,34.62,34.62
81,1,1,1,0,0,0,0,24.22,24.22,24.22
82,1,1,1,0,0,0,0,24.68,24.68,24.68
83,1,1,1,0,0,0,0,28.75,28.75,28.75
84,1,1,1,0,0,0,0,34.25,34.25,34.25
85,1,1,1,0,0,0,0,34.1,34.1,34.1
86,1,1,1,0,0,0,0,35.72,35.72,35.72
87,1,1,1,0,0,0,0,25.01,25.01,25.01
88,1,1,1,0,0,0,0,23.47,23.47,23.47
89,1,1,1,0,0,0,0,27.4,27.4,27.4
90,1,1,1,0,0,0,0,26.62,26.62,26.62
91,1,1,1,0,0,0,0,31.22,31.22,31.22
92,1,1,1,0,0,0,0,35.11,35.11,35.11
93,1,1,1,0,0,0,0,33.33,33.33,33.33
94,1,1,1,0,0,0,0,32.1,32.1,32.1
95,1,1,1,0,0,0,0,35.41,35.41,35.41
96,1,1,1,0,0,0,0,34.88,34.88,34.88
