t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,78.16,78.16,78.16
1,1,1,1,0,0,0,0,33.55,33.55,33.55
2,1,1,1,0,0,0,0,24.83,24.83,24.83
3,1,1,1,0,0,0,0,20.58,20.58,20.58
4,1,1,1,0,0,0,0,30.74,30.74,30.74
5,1,1,1,0,0,0,0,29.92,29.92,29.92
6,1,1,1,0,0,0,0,23.72,23.72,23.72
7,1,1,1,0,0,0,0,20.07,20.07,20.07
8,1,1,1,0,0,0,0,31.75,31.75,31.75
9,1,1,1,0,0,0,0,30.13,30.13,30.13
10,1,1,1,0,0,0,0,24.33,24.33,24.33
11,1,1,1,0,0,0,0,20.14,20.14,20.14
12,1,1,1,0,0,0,0,29.28,29.28,29.28
13,1,1,1,0,0,0,0,31.27,31.27,31.27
14,1,1,1,0,0,0,0,22.02,22.02,22.02
15,1,1,1,0,0,0,0,21.78,21.78,21.78
16,1,1,1,0,0,0,0,34.97,34.97,34.97
17,1,1,1,0,0,0,0,29.47,29.47,29.47
18,1,1,1,0,0,0,0,29.29,29.29,29.29
19,1,1,1,0,0,0,0,20.93,20.93,20.93
20,1,1,1,0,0,0,0,30.5,30.5,30.5
21,1,1,1,0,0,0,0,30.11,30.11,30.11
22,1,1,1,0,0,0,0,23.78,23.78,23.78
23,1,1,1,0,0,0,0,22.23,22.23,22.23
24,1,1,1,0,0,0,0,33.63,33.63,33.63
25,2,2,2,0,0,0,0,22.47,31.21,31.21
26,1,1,1,0,0,0,0,20.7,20.7,20.7
27,1,1,1,0,0,0,0,33.51,33.51,33.51
28,1,1,1,0,0,0,0,39.11,39.11,39.11
29,1,1,1,0,0,0,0,22.26,22.26,22.26
30,1,1,1,0,0,0,0,35.67,35.67,35.67
31,1,1,1,0,0,0,0,32.19,32.19,32.19
32,1,1,1,0,0,0,0,33.82,33.82,33.82
33,1,1,1,0,0,0,0,31.82,31.82,31.82
34,1,1,1,0,0,0,0,22.65,22.65,22.65
35,1,1,1,0,0,0,0,35.63,35.63,35.63
36,1,1,1,0,0,0,0,32.46,32.46,32.46
37,1,1,1,0,0,0,0,24.9,24.9,24.9
38,1,1,1,0,0,0,0,24.15,24.15,24.15
39,1,1,1,0,0,0,0,31.0,31.0,31.0
40,1,1,1,0,0,0,0,33.76,33.76,33.76
41,1,1,1,0,0,0,0,27.13,27.13,27.13
42,1,1,1,0,0,0,0,25.92,25.92,25.92
43,1,1,1,0,0,0,0,34.66,34.66,34.66
44,1,1,1,0,0,0,0,34.59,34.59,34.59
45,1,1,1,0,0,0,0,26.08,26.08,26.08
46,1,1,1,0,0,0,0,22.02,22.02,22.02
47,1,1,1,0,0,0,0,32.28,32.28,32.28
48,1,1,1,0,0,0,0,34.48,34.48,34.48
49,1,1,1,0,0,0,0,24.94,24.94,24.94
50,2,2,2,0,0,0,0,22.42,33.56,33.56
51,1,1,1,0,0,0,0,30.95,30.95,30.95
52,1,1,1,0,0,0,0,27.58,27.58,27.58
53,1,1,1,0,0,0,0,24.17,24.17,24.17
54,1,1,1,0,0,0,0,31.4,31.4,31.4
55,1,1,1,0,0,0,0,31.89,31.89,31.89
56,1,1,1,0,0,0,0,27.12,27.12,27.12
57,1,1,1,0,0,0,0,23.44,23.44,23.44
58,1,1,1,0,0,0,0,32.03,32.03,32.03
59,1,1,1,0,0,0,0,35.97,35.97,35.97
60,1,1,1,0,0,0,0,25.78,25.78,25.78
61,1,1,1,0,0,0,0,23.34,23.34,23.34
62,1,1,1,0,0,0,0,32.56,32.56,32.56
63,1,1,1,0,0,0,0,31.58,31.58,31.58
64,1,1,1,0,0,0,0,25.6,25.6,25.6
65,1,1,1,0,0,0,0,22.4,22.4,22.4
66,1,1,1,0,0,0,0,30.77,30.77,30.77
67,1,1,1,0,0,0,0,32.82,32.82,32.82
68,1,1,1,0,0,0,0,25.43,25.43,25.43
69,1,1,1,0,0,0,0,22.4,22.4,22.4
70,1,1,1,0,0,0,0,33.12,33.12,33.12
71,1,1,1,0,0,0,0,33.91,33.91,33.91
72,1,1,1,0,0,0,0,26.06,26.06,26.06
73,1,1,1,0,0,0,0,24.51,24.51,24.51
74,1,1,1,0,0,0,0,33.56,33.56,33.56
75,2,2,2,0,0,0,0,24.97,72.95,72.95
76,1,1,1,0,0,0,0,24.38,24.38,24.38
77,1,1,1,0,0,0,0,30.5,30.5,30.5
78,1,1,1,0,0,0,0,32.37,32.37,32.37
79,1,1,1,0,0,0,0,25.07,25.07,25.07
80,1,1,1,0,0,0,0,23.24,23.24,23.24
81,1,1,1,0,0,0,0,30.11,30.11,30.11
82,1,1,1,0,0,0,0,32.91,32.91,32.91
83,1,1,1,0,0,0,0,23.65,23.65,23.65
84,1,1,1,0,0,0,0,21.62,21.62,21.62
85,1,1,1,0,0,0,0,32.38,32.38,32.38
86,1,1,1,0,0,0,0,36.87,36.87,36.87
87,1,1,1,0,0,0,0,23.62,23.62,23.62
88,1,1,1,0,0,0,0,22.81,22.81,22.81
89,1,1,1,0,0,0,0,29.75,29.75,29.75
90,1,1,1,0,0,0,0,32.7,32.7,32.7
91,1,1,1,0,0,0,0,25.96,25.96,25.96
92,1,1,1,0,0,0,0,21.75,21.75,21.75
93,1,1,1,0,0,0,0,33.02,33.02,33.02
94,1,1,1,0,0,0,0,30.42,30.42,30.42
95,1,1,1,0,0,0,0,27.98,27.98,27.98
96,1,1,1,0,0,0,0,21.94,21.94,21.94
97,1,1,1,0,0,0,0,30.36,30.36,30.36
98,1,1,1,0,0,0,0,29.61,29.61,29.61
99,1,1,1,0,0,0,0,23.7,23.7,23.7
100,2,2,2,0,0,0,0,22.53,31.97,31.97
101,1,1,1,0,0,0,0,30.33,30.33,30.33
102,1,1,1,0,0,0,0,24.27,24.27,24.27
103,1,1,1,0,0,0,0,20.7,20.7,20.7
104,1,1,1,0,0,0,0,33.7,33.7,33.7
105,1,1,1,0,0,0,0,40.55,40.55,40.55
106,1,1,1,0,0,0,0,24.57,24.57,24.57
107,1,1,1,0,0,0,0,21.28,21.28,21.28
108,1,1,1,0,0,0,0,30.5,30.5,30.5
109,1,1,1,0,0,0,0,30.53,30.53,30.53
110,1,1,1,0,0,0,0,24.55,24.55,24.55
111,1,1,1,0,0,0,0,20.98,20.98,20.98
112,1,1,1,0,0,0,0,31.39,31.39,31.39
113,1,1,1,0,0,0,0,32.32,32.32,32.32
114,1,1,1,0,0,0,0,24.31,24.31,24.31
115,1,1,1,0,0,0,0,22.31,22.31,22.31
116,1,1,1,0,0,0,0,33.65,33.65,33.65
117,1,1,1,0,0,0,0,33.17,33.17,33.17
118,1,1,1,0,0,0,0,24.84,24.84,24.84
119,1,1,1,0,0,0,0,20.6,20.6,20.6
120,2,2,2,0,0,0,0,30.16,35.6,35.6
121,4,4,4,0,0,0,0,23.91,33.12,33.12
122,5,5,5,0,0,0,0,23.41,36.52,36.52
123,7,7,7,0,0,0,0,30.13,32.15,32.15
124,9,9,9,0,0,0,0,23.4,33.67,33.67
125,10,10,10,0,0,0,0,23.85,39.37,39.37
