t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,4,4,4,0,0,0,0,33.52,71.71,71.71
1,15,15,15,0,0,0,0,24.01,33.4,50.71
2,25,25,25,0,0,0,0,24.2,31.26,35.38
3,35,35,35,0,0,0,0,28.0,31.08,38.07
4,45,45,45,0,0,0,0,25.98,32.87,35.11
5,55,55,55,0,0,0,0,29.39,35.82,59.36
6,65,65,65,0,0,0,0,30.65,40.68,41.82
7,75,75,75,0,0,0,0,38.85,335.89,498.24
8,85,85,48,37,0,0,0,573.83,826.13,965.7
9,95,95,0,95,0,0,0,689.25,957.6,1156.09
10,100,100,0,100,0,0,0,783.22,1075.0,1206.21
11,100,100,0,100,0,0,0,893.36,1308.64,1555.98
12,100,100,0,100,0,0,0,1036.98,1432.39,1554.71
13,100,100,0,100,0,0,0,1145.96,1615.48,1806.1
14,100,100,0,100,0,0,0,1327.26,1634.51,1843.61
15,100,100,0,100,0,0,0,1487.17,1756.22,2089.82
16,100,100,0,100,0,0,0,1602.32,2107.61,2318.07
17,100,100,0,100,0,0,0,1780.84,2195.33,2258.47
18,100,100,0,100,0,0,0,1888.16,2509.85,2797.4
19,100,100,0,100,0,0,0,2128.43,2656.21,2896.86
20,100,100,0,100,0,0,0,2324.25,2701.42,3038.9
21,100,100,0,100,0,0,0,2469.63,2826.43,3073.03
22,100,100,0,100,0,0,0,2604.43,3015.41,3252.73
23,100,100,0,100,0,0,0,2624.09,3113.47,3188.31
24,98,98,0,98,0,0,0,2766.39,3234.82,3401.37
25,87,87,0,87,0,0,0,2892.07,3270.37,3400.86
26,86,86,0,86,0,0,0,3125.73,3414.33,3757.41
27,85,85,0,85,0,0,0,3228.06,3594.9,3717.1
28,83,83,0,83,0,0,0,3375.58,3653.78,3854.68
29,77,77,0,77,0,0,0,2889.43,3702.79,3820.1
30,77,77,0,77,0,0,0,3495.1,3801.54,4056.84
31,92,92,0,92,0,0,0,2924.46,3743.16,3865.14
32,69,69,0,69,0,0,0,3672.89,4087.89,4172.58
33,80,80,0,80,0,0,0,3177.43,3868.8,3971.79
34,86,86,0,86,0,0,0,3359.88,4863.23,5106.19
35,61,61,0,61,0,0,0,4841.23,5321.64,5401.35
36,76,76,0,76,0,0,0,5362.56,6631.05,7569.23
37,83,83,0,83,0,0,0,6598.01,7887.98,14458.55
38,32,32,0,32,0,0,0,7438.94,15266.25,15615.73
39,25,25,0,25,0,0,0,12947.76,14981.68,15254.65
40,50,50,0,50,0,0,0,11517.08,13525.12,14007.77
41,45,45,0,45,0,0,0,11043.8,12640.95,13190.56
42,29,29,0,29,0,0,0,9643.41,11912.85,11927.35
43,31,31,0,31,0,0,0,9335.87,10628.17,10906.84
44,29,29,0,29,0,0,0,8124.69,9784.18,10242.56
45,28,28,0,28,0,0,0,7175.94,8882.78,8989.5
46,4,4,0,4,0,0,0,3743.57,7700.49,7700.49
47,4,4,0,4,0,0,0,2895.03,6384.27,6384.27
48,11,11,0,11,0,0,0,2614.92,4253.24,5305.8
49,13,13,0,13,0,0,0,1417.8,3301.98,4163.83
50,22,22,0,22,0,0,0,2973.08,3679.67,3820.69
51,32,32,0,32,0,0,0,3261.4,3660.58,4080.15
52,112,112,0,112,0,0,0,2231.26,3845.0,4103.14
53,101,101,0,101,0,0,0,3210.91,3941.26,4248.02
54,83,83,0,83,0,0,0,2471.6,4043.38,4209.63
55,84,84,0,84,0,0,0,3661.93,4084.99,4184.11
56,90,90,0,90,0,0,0,2558.89,3982.28,4114.71
57,81,81,0,81,0,0,0,3470.58,4005.06,4375.4
58,69,69,0,69,0,0,0,3348.06,4079.5,4194.47
59,94,94,0,94,0,0,0,2717.21,4111.55,4434.51
60,79,79,0,79,0,0,0,2679.63,4209.79,4247.64
61,88,88,0,88,0,0,0,2392.24,4228.06,4419.19
62,82,82,0,82,0,0,0,2449.17,4304.18,4478.48
63,82,82,0,82,0,0,0,3778.8,4097.71,4262.21
64,78,78,0,78,0,0,0,3093.88,4156.22,4557.19
65,66,66,0,66,0,0,0,2702.22,3899.16,4051.19
66,87,87,0,87,0,0,0,2587.54,4127.91,4377.47
67,87,87,0,87,0,0,0,3580.17,4297.5,4430.96
68,74,74,0,74,0,0,0,3720.55,4596.59,4733.49
69,70,70,0,70,0,0,0,3835.6,4591.6,4638.21
70,84,84,0,84,0,0,0,3088.79,4842.82,4965.44
71,69,69,0,69,0,0,0,3958.81,4859.69,4977.55
72,75,75,0,75,0,0,0,4019.01,4921.95,5029.11
73,79,79,0,79,0,0,0,4242.13,5017.34,5185.06
74,58,58,0,58,0,0,0,4300.39,5084.25,5139.3
75,78,78,0,78,0,0,0,4393.45,4960.85,5328.66
76,65,65,0,65,0,0,0,4417.61,5018.51,5039.93
77,64,64,0,64,0,0,0,3277.02,4807.91,4953.22
78,68,68,0,68,0,0,0,2595.62,4814.22,4898.58
79,65,65,0,65,0,0,0,2405.93,4694.53,4866.37
80,77,77,0,77,0,0,0,2716.35,4626.2,4820.06
81,80,80,0,80,0,0,0,2276.82,4444.74,4635.01
82,76,76,0,76,0,0,0,2048.31,4303.66,4701.21
83,85,85,0,85,0,0,0,2783.68,4294.69,4338.3
84,82,82,0,82,0,0,0,3923.27,4187.51,4237.58
85,88,88,0,88,0,0,0,2247.01,4205.21,4306.22
86,72,72,0,72,0,0,0,4004.17,4286.07,4410.17
87,96,96,0,96,0,0,0,4010.17,4198.18,4397.67
88,79,79,0,79,0,0,0,1865.05,4116.98,4131.47
89,90,90,0,90,0,0,0,3897.92,4153.44,4164.62
90,68,68,0,68,0,0,0,1801.81,4107.17,4131.1
