t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,68.7,68.7,68.7
1,1,1,1,0,0,0,0,34.57,34.57,34.57
2,1,1,1,0,0,0,0,18.31,18.31,18.31
3,1,1,1,0,0,0,0,31.63,31.63,31.63
4,1,1,1,0,0,0,0,25.26,25.26,25.26
5,1,1,1,0,0,0,0,51.04,51.04,51.04
6,1,1,1,0,0,0,0,22.73,22.73,22.73
7,1,1,1,0,0,0,0,30.47,30.47,30.47
8,1,1,1,0,0,0,0,21.66,21.66,21.66
9,1,1,1,0,0,0,0,34.54,34.54,34.54
10,1,1,1,0,0,0,0,27.01,27.01,27.01
11,1,1,1,0,0,0,0,33.38,33.38,33.38
12,1,1,1,0,0,0,0,28.29,28.29,28.29
13,1,1,1,0,0,0,0,30.54,30.54,30.54
14,1,1,1,0,0,0,0,24.03,24.03,24.03
15,1,1,1,0,0,0,0,30.95,30.95,30.95
16,1,1,1,0,0,0,0,27.19,27.19,27.19
17,1,1,1,0,0,0,0,30.94,30.94,30.94
18,1,1,1,0,0,0,0,22.95,22.95,22.95
19,1,1,1,0,0,0,0,29.84,29.84,29.84
20,1,1,1,0,0,0,0,22.25,22.25,22.25
21,1,1,1,0,0,0,0,31.69,31.69,31.69
22,1,1,1,0,0,0,0,22.4,22.4,22.4
23,1,1,1,0,0,0,0,29.26,29.26,29.26
24,1,1,1,0,0,0,0,26.84,26.84,26.84
25,2,2,2,0,0,0,0,21.5,31.07,31.07
26,1,1,1,0,0,0,0,30.98,30.98,30.98
27,1,1,1,0,0,0,0,24.62,24.62,24.62
28,1,1,1,0,0,0,0,32.5,32.5,32.5
29,1,1,1,0,0,0,0,23.64,23.64,23.64
30,1,1,1,0,0,0,0,34.04,34.04,34.04
31,1,1,1,0,0,0,0,32.29,32.29,32.29
32,1,1,1,0,0,0,0,36.51,36.51,36.51
33,1,1,1,0,0,0,0,32.85,32.85,32.85
34,1,1,1,0,0,0,0,36.59,36.59,36.59
35,1,1,1,0,0,0,0,21.21,21.21,21.21
36,1,1,1,0,0,0,0,31.57,31.57,31.57
37,1,1,1,0,0,0,0,19.64,19.64,19.64
38,1,1,1,0,0,0,0,29.63,29.63,29.63
39,1,1,1,0,0,0,0,22.02,22.02,22.02
40,1,1,1,0,0,0,0,34.48,34.48,34.48
41,1,1,1,0,0,0,0,21.97,21.97,21.97
42,1,1,1,0,0,0,0,32.03,32.03,32.03
43,1,1,1,0,0,0,0,20.57,20.57,20.57
44,1,1,1,0,0,0,0,34.9,34.9,34.9
45,1,1,1,0,0,0,0,20.67,20.67,20.67
