t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,3,3,3,0,0,0,0,35.08,69.79,69.79
1,11,11,11,0,0,0,0,28.4,32.09,32.42
2,19,19,19,0,0,0,0,30.97,40.31,47.46
3,26,26,26,0,0,0,0,25.85,34.15,38.95
4,34,34,34,0,0,0,0,28.85,32.28,35.2
5,41,41,41,0,0,0,0,27.67,33.17,35.56
6,49,49,49,0,0,0,0,28.35,33.12,40.72
7,56,56,56,0,0,0,0,29.7,39.72,45.75
8,64,64,64,0,0,0,0,28.29,34.38,36.58
9,71,71,71,0,0,0,0,31.15,35.84,36.83
10,75,75,75,0,0,0,0,61.92,355.3,401.49
11,75,75,75,0,0,0,0,239.37,327.1,351.54
12,75,75,75,0,0,0,0,36.61,123.26,154.41
13,75,75,75,0,0,0,0,32.29,39.12,41.93
14,75,75,75,0,0,0,0,32.03,38.83,40.63
15,75,75,75,0,0,0,0,30.38,38.32,41.18
16,75,75,75,0,0,0,0,32.02,38.61,41.77
17,75,75,75,0,0,0,0,33.25,38.31,39.16
18,75,75,75,0,0,0,0,31.04,35.97,37.9
19,75,75,75,0,0,0,0,31.27,38.05,39.41
20,75,75,75,0,0,0,0,28.61,37.51,38.32
21,75,75,75,0,0,0,0,32.06,37.25,39.87
22,75,75,75,0,0,0,0,33.47,55.69,63.54
23,75,75,75,0,0,0,0,29.6,37.36,38.09
24,75,75,75,0,0,0,0,33.25,87.03,103.24
25,75,75,75,0,0,0,0,169.57,235.86,259.56
26,75,75,75,0,0,0,0,29.83,37.14,56.96
27,75,75,75,0,0,0,0,28.32,35.7,37.21
28,75,75,75,0,0,0,0,31.51,38.2,39.9
29,75,75,75,0,0,0,0,31.27,37.3,39.99
30,75,75,75,0,0,0,0,32.31,43.06,43.75
31,75,75,75,0,0,0,0,34.91,42.58,44.8
32,75,75,75,0,0,0,0,33.16,42.05,46.39
33,75,75,75,0,0,0,0,32.85,39.2,41.23
34,75,75,75,0,0,0,0,32.16,40.52,42.75
35,75,75,75,0,0,0,0,32.68,43.89,69.2
36,75,75,75,0,0,0,0,185.13,266.61,383.86
37,75,75,75,0,0,0,0,34.8,87.92,129.64
38,75,75,75,0,0,0,0,31.72,36.88,38.32
39,75,75,75,0,0,0,0,31.91,38.06,40.93
40,75,75,75,0,0,0,0,32.14,38.89,40.45
41,75,75,75,0,0,0,0,30.99,38.03,40.52
42,75,75,75,0,0,0,0,32.37,38.99,40.2
43,75,75,75,0,0,0,0,32.63,39.97,47.37
44,75,75,75,0,0,0,0,32.29,38.31,38.76
45,75,75,75,0,0,0,0,32.18,38.73,39.76
46,75,75,75,0,0,0,0,32.04,37.41,38.87
47,75,75,75,0,0,0,0,39.86,70.47,134.72
48,75,75,75,0,0,0,0,31.83,38.24,40.59
49,75,75,75,0,0,0,0,31.73,38.68,39.98
50,75,75,75,0,0,0,0,33.24,39.83,41.39
51,75,75,75,0,0,0,0,38.82,221.94,322.77
52,75,75,75,0,0,0,0,166.99,238.41,249.66
53,75,75,75,0,0,0,0,31.96,47.5,51.55
54,75,75,75,0,0,0,0,29.86,37.12,38.66
55,75,75,75,0,0,0,0,38.46,84.62,108.29
56,75,75,75,0,0,0,0,53.41,164.16,224.88
57,75,75,75,0,0,0,0,200.84,324.79,331.86
58,75,75,75,0,0,0,0,35.92,60.49,75.55
59,75,75,75,0,0,0,0,34.65,42.78,44.22
60,75,75,75,0,0,0,0,34.25,41.07,45.18
61,75,75,75,0,0,0,0,32.87,41.28,41.95
62,75,75,75,0,0,0,0,47.16,110.25,117.24
63,75,75,75,0,0,0,0,66.95,128.48,142.65
64,75,75,75,0,0,0,0,47.85,84.41,97.93
65,75,75,75,0,0,0,0,32.18,38.83,40.37
66,75,75,75,0,0,0,0,33.75,43.39,45.58
67,75,75,75,0,0,0,0,33.44,42.68,44.24
68,75,75,75,0,0,0,0,40.62,68.24,99.62
69,75,75,75,0,0,0,0,42.56,53.56,58.23
