t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,4,4,4,0,0,0,0,29.92,77.16,77.16
1,15,15,15,0,0,0,0,28.72,37.26,52.46
2,25,25,25,0,0,0,0,28.62,33.65,34.54
3,35,35,35,0,0,0,0,35.31,66.03,104.78
4,45,45,45,0,0,0,0,38.96,81.59,124.54
5,55,55,55,0,0,0,0,42.61,74.99,128.87
6,65,65,58,7,0,0,0,251.03,813.77,975.27
7,75,75,45,30,0,0,0,591.51,839.92,1057.61
8,85,85,3,82,0,0,0,676.25,989.57,1556.56
9,95,95,0,95,0,0,0,777.38,1224.73,1528.58
10,100,100,0,100,0,0,0,902.82,1322.17,1705.78
11,100,100,0,100,0,0,0,1056.09,1451.08,1577.26
12,100,100,0,100,0,0,0,1186.23,1632.93,1888.24
13,100,100,0,100,0,0,0,1398.66,1663.89,2229.31
14,100,100,0,100,0,0,0,1586.09,2072.39,2147.65
15,100,100,0,100,0,0,0,1763.66,2053.19,2188.34
16,100,100,0,100,0,0,0,1828.35,2186.19,2312.34
17,100,100,0,100,0,0,0,1982.19,2305.76,2536.5
18,100,100,0,100,0,0,0,2132.3,2600.55,2672.41
19,100,100,0,100,0,0,0,2353.71,2727.15,2815.1
20,100,100,0,100,0,0,0,2567.59,2945.24,3148.93
21,100,100,0,100,0,0,0,2648.48,3206.19,3274.17
22,100,100,0,100,0,0,0,3002.92,3435.44,3804.55
23,96,96,0,96,0,0,0,3006.83,3484.46,3576.28
24,80,80,0,80,0,0,0,3019.67,3601.55,3773.24
25,85,85,0,85,0,0,0,2911.69,3720.31,4102.5
26,95,95,0,95,0,0,0,2930.88,3846.83,4129.13
27,79,79,0,79,0,0,0,2915.09,3886.14,4041.45
28,80,80,0,80,0,0,0,3020.2,3761.28,3835.91
29,81,81,0,81,0,0,0,3442.65,3838.68,4072.49
30,79,79,0,79,0,0,0,3389.94,3754.82,4061.37
31,73,73,0,73,0,0,0,3024.85,3809.84,4008.96
32,81,81,0,81,0,0,0,3076.9,3882.9,3971.62
33,79,79,0,79,0,0,0,3248.64,4034.92,4251.59
34,77,77,0,77,0,0,0,3284.82,3970.35,4233.06
35,76,76,0,76,0,0,0,3381.8,4031.69,4084.51
36,74,74,0,74,0,0,0,3582.47,3969.1,4311.6
37,82,82,0,82,0,0,0,3770.34,3954.53,4280.14
38,70,70,0,70,0,0,0,3743.74,3999.4,4183.49
39,73,73,0,73,0,0,0,3435.47,4025.23,4229.93
40,62,62,0,62,0,0,0,3396.86,4113.77,4225.28
41,85,85,0,85,0,0,0,3657.35,4148.7,4661.35
42,72,72,0,72,0,0,0,3654.28,4050.16,4268.4
43,63,63,0,63,0,0,0,3844.69,4221.19,4607.43
44,72,72,0,72,0,0,0,3734.25,4335.54,4367.27
45,72,72,0,72,0,0,0,3422.31,4232.73,4584.01
46,71,71,0,71,0,0,0,4006.17,4263.78,4605.95
47,64,64,0,64,0,0,0,3471.71,4361.85,4514.75
48,78,78,0,78,0,0,0,3411.37,4255.59,4616.39
49,62,62,0,62,0,0,0,3521.62,4217.29,4333.34
50,73,73,0,73,0,0,0,3187.55,4165.89,4320.78
51,73,73,0,73,0,0,0,3231.82,4317.94,4597.0
52,69,69,0,69,0,0,0,3655.43,4364.14,4477.7
53,76,76,0,76,0,0,0,4111.63,4492.89,4654.8
54,72,72,0,72,0,0,0,4090.33,4500.71,4751.86
55,66,66,0,66,0,0,0,4059.27,4412.61,4465.64
56,62,62,0,62,0,0,0,3917.96,4406.73,4432.15
57,68,68,0,68,0,0,0,3885.17,4413.54,4532.57
58,73,73,0,73,0,0,0,3528.94,4236.29,4398.78
59,67,67,0,67,0,0,0,3991.02,4751.95,5451.84
60,71,71,0,71,0,0,0,4349.56,6069.53,6382.82
61,73,73,0,73,0,0,0,5463.33,6866.39,7041.8
62,71,71,0,71,0,0,0,6282.89,7961.52,8539.44
63,56,56,0,56,0,0,0,6813.89,7980.9,8208.8
64,36,36,1,35,0,0,0,7665.86,15255.52,15494.94
65,27,27,0,27,0,0,0,12520.01,14551.64,14555.73
66,34,34,0,34,0,0,0,12010.94,13409.33,13513.54
67,49,49,3,46,0,0,0,10726.33,12277.41,12663.85
68,37,37,4,33,0,0,0,9524.13,10863.41,11340.7
69,28,28,0,28,0,0,0,8659.54,10393.37,11150.14
70,28,28,2,26,0,0,0,7849.49,9285.14,9341.23
71,33,33,1,32,0,0,0,6813.42,8414.67,8487.42
72,4,4,0,4,0,0,0,3867.86,6224.26,6224.26
73,6,6,0,6,0,0,0,4526.65,5972.66,5972.66
74,7,7,1,6,0,0,0,3149.79,4543.68,4543.68
75,15,15,1,14,0,0,0,2440.3,4086.98,4670.04
76,27,27,0,27,0,0,0,2633.64,3295.37,3375.52
77,61,61,0,61,0,0,0,3085.9,3751.99,3878.56
78,99,99,0,99,0,0,0,2517.68,3880.51,4024.46
79,116,116,0,116,0,0,0,2652.14,4205.67,4290.53
80,67,67,0,67,0,0,0,3618.8,4091.43,4247.88
81,93,93,0,93,0,0,0,3360.42,3871.68,3955.21
82,84,84,0,84,0,0,0,3052.41,3624.87,3774.34
83,98,98,0,98,0,0,0,2173.46,3310.37,3875.9
84,105,105,0,105,0,0,0,2767.28,3112.82,3368.45
85,120,120,0,120,0,0,0,1699.97,2857.93,3109.77
86,127,127,0,127,0,0,0,1954.1,2970.95,3175.82
87,127,127,0,127,0,0,0,2607.6,3387.63,3543.31
88,54,54,0,54,0,0,0,2239.22,3397.19,3422.33
