t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,111.35,111.35,111.35
1,1,1,1,0,0,0,0,39.76,39.76,39.76
2,1,1,1,0,0,0,0,51.22,51.22,51.22
3,1,1,1,0,0,0,0,51.74,51.74,51.74
4,1,1,1,0,0,0,0,25.57,25.57,25.57
5,1,1,1,0,0,0,0,21.7,21.7,21.7
6,1,1,1,0,0,0,0,30.92,30.92,30.92
7,1,1,1,0,0,0,0,38.72,38.72,38.72
8,1,1,1,0,0,0,0,25.1,25.1,25.1
9,1,1,1,0,0,0,0,24.36,24.36,24.36
10,1,1,1,0,0,0,0,30.79,30.79,30.79
11,1,1,1,0,0,0,0,29.21,29.21,29.21
12,1,1,1,0,0,0,0,25.31,25.31,25.31
13,1,1,1,0,0,0,0,22.86,22.86,22.86
14,1,1,1,0,0,0,0,31.12,31.12,31.12
15,1,1,1,0,0,0,0,33.65,33.65,33.65
16,1,1,1,0,0,0,0,31.2,31.2,31.2
17,1,1,1,0,0,0,0,27.18,27.18,27.18
18,1,1,1,0,0,0,0,35.26,35.26,35.26
19,1,1,1,0,0,0,0,30.62,30.62,30.62
20,1,1,1,0,0,0,0,25.14,25.14,25.14
21,1,1,1,0,0,0,0,24.9,24.9,24.9
22,1,1,1,0,0,0,0,29.02,29.02,29.02
23,1,1,1,0,0,0,0,30.88,30.88,30.88
24,1,1,1,0,0,0,0,28.41,28.41,28.41
25,2,2,2,0,0,0,0,24.08,25.62,25.62
26,1,1,1,0,0,0,0,53.4,53.4,53.4
27,1,1,1,0,0,0,0,23.86,23.86,23.86
28,1,1,1,0,0,0,0,23.9,23.9,23.9
29,1,1,1,0,0,0,0,30.1,30.1,30.1
30,1,1,1,0,0,0,0,30.35,30.35,30.35
31,1,1,1,0,0,0,0,22.8,22.8,22.8
32,1,1,1,0,0,0,0,26.1,26.1,26.1
33,1,1,1,0,0,0,0,32.79,32.79,32.79
34,1,1,1,0,0,0,0,28.65,28.65,28.65
35,1,1,1,0,0,0,0,23.17,23.17,23.17
36,1,1,1,0,0,0,0,24.45,24.45,24.45
37,1,1,1,0,0,0,0,31.64,31.64,31.64
38,1,1,1,0,0,0,0,29.11,29.11,29.11
39,1,1,1,0,0,0,0,24.53,24.53,24.53
40,1,1,1,0,0,0,0,28.78,28.78,28.78
41,1,1,1,0,0,0,0,30.64,30.64,30.64
42,1,1,1,0,0,0,0,31.59,31.59,31.59
43,1,1,1,0,0,0,0,28.61,28.61,28.61
44,1,1,1,0,0,0,0,22.43,22.43,22.43
45,1,1,1,0,0,0,0,31.34,31.34,31.34
46,1,1,1,0,0,0,0,32.05,32.05,32.05
47,1,1,1,0,0,0,0,28.82,28.82,28.82
48,1,1,1,0,0,0,0,22.67,22.67,22.67
49,1,1,1,0,0,0,0,63.99,63.99,63.99
50,2,2,2,0,0,0,0,24.09,41.08,41.08
51,1,1,1,0,0,0,0,24.41,24.41,24.41
52,1,1,1,0,0,0,0,31.55,31.55,31.55
53,1,1,1,0,0,0,0,30.67,30.67,30.67
54,1,1,1,0,0,0,0,21.15,21.15,21.15
55,1,1,1,0,0,0,0,26.05,26.05,26.05
56,1,1,1,0,0,0,0,34.08,34.08,34.08
57,1,1,1,0,0,0,0,37.32,37.32,37.32
58,1,1,1,0,0,0,0,28.29,28.29,28.29
59,1,1,1,0,0,0,0,32.56,32.56,32.56
60,1,1,1,0,0,0,0,47.25,47.25,47.25
61,1,1,1,0,0,0,0,38.53,38.53,38.53
62,1,1,1,0,0,0,0,28.81,28.81,28.81
63,1,1,1,0,0,0,0,24.26,24.26,24.26
64,1,1,1,0,0,0,0,33.67,33.67,33.67
65,1,1,1,0,0,0,0,37.09,37.09,37.09
66,1,1,1,0,0,0,0,32.7,32.7,32.7
67,1,1,1,0,0,0,0,24.99,24.99,24.99
68,1,1,1,0,0,0,0,37.09,37.09,37.09
69,1,1,1,0,0,0,0,38.94,38.94,38.94
70,1,1,1,0,0,0,0,28.56,28.56,28.56
