t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,6,6,6,0,0,0,0,30.39,71.59,71.59
1,18,18,18,0,0,0,0,24.8,31.84,33.26
2,32,32,32,0,0,0,0,24.12,30.01,30.73
3,43,43,43,0,0,0,0,24.27,31.5,35.96
4,57,57,57,0,0,0,0,29.81,34.79,35.65
5,68,68,68,0,0,0,0,32.27,49.15,50.13
6,82,82,55,27,0,0,0,463.41,783.49,840.38
7,93,93,7,86,0,0,0,682.08,922.89,1067.5
8,106,106,0,106,0,0,0,817.92,1182.05,1393.93
9,119,119,0,119,0,0,0,1069.55,1366.21,1647.07
10,125,125,0,125,0,0,0,1292.39,1829.69,2044.73
11,125,125,0,125,0,0,0,1463.94,1989.85,2178.33
12,125,125,0,125,0,0,0,1701.31,2287.48,2722.04
13,125,125,0,125,0,0,0,2003.23,2676.66,2807.93
14,125,125,0,125,0,0,0,2234.16,2932.94,3059.92
15,100,100,0,100,0,0,0,2530.8,3211.22,3638.06
16,100,100,0,100,0,0,0,2556.49,3071.66,3210.75
17,96,96,0,96,0,0,0,2685.47,3035.12,3370.08
18,84,84,0,84,0,0,0,2597.43,2870.21,2962.91
19,96,96,0,96,0,0,0,2283.81,2562.66,2625.23
20,93,93,0,93,0,0,0,2076.67,2193.8,2240.02
21,141,141,0,141,0,0,0,2018.73,2123.89,2155.47
22,106,106,0,106,0,0,0,1947.49,2098.88,2129.1
23,145,145,0,145,0,0,0,1959.11,2120.58,2146.86
24,111,111,0,111,0,0,0,1848.27,2095.12,2132.09
25,147,147,0,147,0,0,0,1862.53,2016.52,2153.04
26,121,121,0,121,0,0,0,1738.39,1965.91,2092.05
27,156,156,0,156,0,0,0,1610.41,1912.11,2360.37
28,143,143,0,143,0,0,0,1337.23,1756.6,2017.94
29,191,191,0,191,0,0,0,1652.46,2813.03,3098.46
30,144,144,46,98,0,0,0,4737.85,11277.04,15440.76
31,69,69,63,6,0,0,0,8618.83,16110.09,18322.66
32,47,47,44,3,0,0,0,7737.18,11174.59,13410.99
33,38,38,36,2,0,0,0,6134.49,8744.66,22271.9
34,23,23,23,0,0,0,0,5965.45,10139.36,13290.28
35,13,13,12,1,0,0,0,4821.39,11540.39,18141.82
36,13,13,13,0,0,0,0,3591.86,10638.19,12174.16
37,14,14,14,0,0,0,0,2113.12,3710.83,4527.35
38,41,41,40,1,0,0,0,2534.91,7795.55,17620.2
39,73,73,72,1,0,0,0,1727.19,6527.6,6937.94
40,131,131,129,2,0,0,0,1080.3,5602.36,10224.19
41,151,151,148,3,0,0,0,1864.65,6582.0,14535.02
42,90,90,89,1,0,0,0,1248.59,5577.94,13444.35
43,100,100,93,7,0,0,0,1539.98,11876.93,20557.84
44,104,104,96,8,0,0,0,1583.28,11242.23,14677.44
45,104,104,90,14,0,0,0,1714.74,9802.68,12085.33
46,110,110,91,19,0,0,0,1838.13,10126.85,14564.85
47,117,117,82,35,0,0,0,1958.72,14590.72,16776.5
48,74,74,48,26,0,0,0,1584.16,11326.89,14367.35
49,77,77,55,22,0,0,0,5990.74,11592.23,14057.5
50,61,61,60,1,0,0,0,5789.51,13008.55,14033.36
51,29,29,27,2,0,0,0,4923.62,14489.29,15608.81
52,21,21,20,1,0,0,0,4634.97,11675.9,14890.83
53,15,15,14,1,0,0,0,3555.05,7596.46,12874.13
54,20,20,19,1,0,0,0,2457.0,9760.0,10670.96
55,58,58,57,1,0,0,0,1482.74,7421.88,8959.39
56,129,129,125,4,0,0,0,2744.34,11308.31,17063.67
57,66,66,62,4,0,0,0,3998.83,8199.21,10050.05
