t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,78.28,78.28,78.28
1,1,1,1,0,0,0,0,35.04,35.04,35.04
2,1,1,1,0,0,0,0,30.33,30.33,30.33
3,1,1,1,0,0,0,0,31.82,31.82,31.82
4,1,1,1,0,0,0,0,27.25,27.25,27.25
5,1,1,1,0,0,0,0,24.81,24.81,24.81
6,1,1,1,0,0,0,0,43.68,43.68,43.68
7,1,1,1,0,0,0,0,23.06,23.06,23.06
8,1,1,1,0,0,0,0,27.07,27.07,27.07
9,1,1,1,0,0,0,0,32.33,32.33,32.33
10,1,1,1,0,0,0,0,33.38,33.38,33.38
11,1,1,1,0,0,0,0,22.58,22.58,22.58
12,1,1,1,0,0,0,0,25.41,25.41,25.41
13,1,1,1,0,0,0,0,24.48,24.48,24.48
14,1,1,1,0,0,0,0,29.95,29.95,29.95
15,1,1,1,0,0,0,0,30.42,30.42,30.42
16,1,1,1,0,0,0,0,23.93,23.93,23.93
17,1,1,1,0,0,0,0,30.88,30.88,30.88
18,1,1,1,0,0,0,0,30.51,30.51,30.51
19,1,1,1,0,0,0,0,29.7,29.7,29.7
20,1,1,1,0,0,0,0,24.61,24.61,24.61
21,1,1,1,0,0,0,0,32.43,32.43,32.43
22,1,1,1,0,0,0,0,33.36,33.36,33.36
23,1,1,1,0,0,0,0,29.82,29.82,29.82
24,1,1,1,0,0,0,0,25.55,25.55,25.55
25,2,2,2,0,0,0,0,25.17,27.35,27.35
26,1,1,1,0,0,0,0,21.65,21.65,21.65
27,1,1,1,0,0,0,0,26.79,26.79,26.79
28,1,1,1,0,0,0,0,27.33,27.33,27.33
29,1,1,1,0,0,0,0,27.87,27.87,27.87
30,1,1,1,0,0,0,0,29.09,29.09,29.09
31,1,1,1,0,0,0,0,25.46,25.46,25.46
32,1,1,1,0,0,0,0,30.26,30.26,30.26
33,1,1,1,0,0,0,0,37.33,37.33,37.33
34,1,1,1,0,0,0,0,29.51,29.51,29.51
35,1,1,1,0,0,0,0,24.07,24.07,24.07
36,1,1,1,0,0,0,0,24.83,24.83,24.83
37,1,1,1,0,0,0,0,30.3,30.3,30.3
38,1,1,1,0,0,0,0,26.96,26.96,26.96
39,1,1,1,0,0,0,0,24.71,24.71,24.71
40,1,1,1,0,0,0,0,32.5,32.5,32.5
41,1,1,1,0,0,0,0,33.69,33.69,33.69
42,1,1,1,0,0,0,0,30.32,30.32,30.32
43,1,1,1,0,0,0,0,29.19,29.19,29.19
44,1,1,1,0,0,0,0,30.66,30.66,30.66
