t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,89.83,89.83,89.83
1,1,1,1,0,0,0,0,47.9,47.9,47.9
2,1,1,1,0,0,0,0,48.0,48.0,48.0
3,1,1,1,0,0,0,0,22.32,22.32,22.32
4,1,1,1,0,0,0,0,21.54,21.54,21.54
5,1,1,1,0,0,0,0,29.11,29.11,29.11
6,1,1,1,0,0,0,0,29.73,29.73,29.73
7,1,1,1,0,0,0,0,22.44,22.44,22.44
8,1,1,1,0,0,0,0,19.76,19.76,19.76
9,1,1,1,0,0,0,0,30.79,30.79,30.79
10,1,1,1,0,0,0,0,29.07,29.07,29.07
11,1,1,1,0,0,0,0,24.71,24.71,24.71
12,1,1,1,0,0,0,0,21.8,21.8,21.8
13,1,1,1,0,0,0,0,29.07,29.07,29.07
14,1,1,1,0,0,0,0,27.61,27.61,27.61
15,1,1,1,0,0,0,0,25.13,25.13,25.13
16,1,1,1,0,0,0,0,21.69,21.69,21.69
17,1,1,1,0,0,0,0,78.73,78.73,78.73
18,1,1,1,0,0,0,0,29.74,29.74,29.74
19,1,1,1,0,0,0,0,21.54,21.54,21.54
20,1,1,1,0,0,0,0,20.55,20.55,20.55
21,1,1,1,0,0,0,0,32.68,32.68,32.68
22,1,1,1,0,0,0,0,28.14,28.14,28.14
23,1,1,1,0,0,0,0,22.1,22.1,22.1
24,1,1,1,0,0,0,0,24.32,24.32,24.32
25,2,2,2,0,0,0,0,27.23,31.6,31.6
26,1,1,1,0,0,0,0,24.87,24.87,24.87
27,1,1,1,0,0,0,0,19.09,19.09,19.09
28,1,1,1,0,0,0,0,29.77,29.77,29.77
29,1,1,1,0,0,0,0,32.28,32.28,32.28
30,1,1,1,0,0,0,0,22.33,22.33,22.33
31,1,1,1,0,0,0,0,27.77,27.77,27.77
32,1,1,1,0,0,0,0,35.84,35.84,35.84
33,1,1,1,0,0,0,0,32.35,32.35,32.35
34,1,1,1,0,0,0,0,43.79,43.79,43.79
35,1,1,1,0,0,0,0,22.98,22.98,22.98
36,1,1,1,0,0,0,0,30.16,30.16,30.16
37,1,1,1,0,0,0,0,32.01,32.01,32.01
38,1,1,1,0,0,0,0,24.73,24.73,24.73
39,1,1,1,0,0,0,0,26.12,26.12,26.12
40,1,1,1,0,0,0,0,30.57,30.57,30.57
41,1,1,1,0,0,0,0,31.2,31.2,31.2
42,1,1,1,0,0,0,0,27.97,27.97,27.97
43,1,1,1,0,0,0,0,22.25,22.25,22.25
44,1,1,1,0,0,0,0,32.32,32.32,32.32
