t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,125.49,125.49,125.49
1,1,1,1,0,0,0,0,47.55,47.55,47.55
2,1,1,1,0,0,0,0,26.83,26.83,26.83
3,1,1,1,0,0,0,0,31.09,31.09,31.09
4,1,1,1,0,0,0,0,29.37,29.37,29.37
5,1,1,1,0,0,0,0,24.16,24.16,24.16
6,1,1,1,0,0,0,0,31.53,31.53,31.53
7,1,1,1,0,0,0,0,32.32,32.32,32.32
8,1,1,1,0,0,0,0,34.23,34.23,34.23
9,1,1,1,0,0,0,0,30.4,30.4,30.4
10,1,1,1,0,0,0,0,26.92,26.92,26.92
11,1,1,1,0,0,0,0,26.73,26.73,26.73
12,1,1,1,0,0,0,0,22.19,22.19,22.19
13,1,1,1,0,0,0,0,33.04,33.04,33.04
14,1,1,1,0,0,0,0,28.84,28.84,28.84
15,1,1,1,0,0,0,0,21.4,21.4,21.4
16,1,1,1,0,0,0,0,33.71,33.71,33.71
17,1,1,1,0,0,0,0,35.35,35.35,35.35
18,1,1,1,0,0,0,0,23.96,23.96,23.96
19,1,1,1,0,0,0,0,22.32,22.32,22.32
20,1,1,1,0,0,0,0,21.96,21.96,21.96
21,1,1,1,0,0,0,0,29.26,29.26,29.26
22,1,1,1,0,0,0,0,32.32,32.32,32.32
23,1,1,1,0,0,0,0,21.16,21.16,21.16
24,1,1,1,0,0,0,0,23.04,23.04,23.04
25,2,2,2,0,0,0,0,24.28,26.98,26.98
26,1,1,1,0,0,0,0,23.16,23.16,23.16
27,1,1,1,0,0,0,0,29.03,29.03,29.03
28,1,1,1,0,0,0,0,28.27,28.27,28.27
29,1,1,1,0,0,0,0,29.37,29.37,29.37
30,1,1,1,0,0,0,0,19.58,19.58,19.58
31,1,1,1,0,0,0,0,24.05,24.05,24.05
32,1,1,1,0,0,0,0,28.84,28.84,28.84
33,1,1,1,0,0,0,0,31.76,31.76,31.76
34,1,1,1,0,0,0,0,25.75,25.75,25.75
35,1,1,1,0,0,0,0,24.57,24.57,24.57
36,1,1,1,0,0,0,0,31.25,31.25,31.25
37,1,1,1,0,0,0,0,23.12,23.12,23.12
38,1,1,1,0,0,0,0,24.25,24.25,24.25
39,1,1,1,0,0,0,0,23.65,23.65,23.65
40,1,1,1,0,0,0,0,26.72,26.72,26.72
41,1,1,1,0,0,0,0,30.15,30.15,30.15
42,1,1,1,0,0,0,0,31.11,31.11,31.11
43,1,1,1,0,0,0,0,29.88,29.88,29.88
44,1,1,1,0,0,0,0,30.53,30.53,30.53
45,1,1,1,0,0,0,0,26.59,26.59,26.59
46,1,1,1,0,0,0,0,22.27,22.27,22.27
47,1,1,1,0,0,0,0,29.65,29.65,29.65
