t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,106.94,106.94,106.94
1,1,1,1,0,0,0,0,32.55,32.55,32.55
2,1,1,1,0,0,0,0,22.02,22.02,22.02
3,1,1,1,0,0,0,0,20.08,20.08,20.08
4,1,1,1,0,0,0,0,30.81,30.81,30.81
5,1,1,1,0,0,0,0,31.61,31.61,31.61
6,1,1,1,0,0,0,0,25.61,25.61,25.61
7,1,1,1,0,0,0,0,21.22,21.22,21.22
8,1,1,1,0,0,0,0,31.36,31.36,31.36
9,1,1,1,0,0,0,0,34.52,34.52,34.52
10,1,1,1,0,0,0,0,22.97,22.97,22.97
11,1,1,1,0,0,0,0,21.57,21.57,21.57
12,1,1,1,0,0,0,0,30.53,30.53,30.53
13,1,1,1,0,0,0,0,30.17,30.17,30.17
14,1,1,1,0,0,0,0,23.11,23.11,23.11
15,1,1,1,0,0,0,0,21.62,21.62,21.62
16,1,1,1,0,0,0,0,29.23,29.23,29.23
17,1,1,1,0,0,0,0,30.39,30.39,30.39
18,1,1,1,0,0,0,0,22.05,22.05,22.05
19,1,1,1,0,0,0,0,22.53,22.53,22.53
20,1,1,1,0,0,0,0,29.32,29.32,29.32
21,1,1,1,0,0,0,0,30.4,30.4,30.4
22,1,1,1,0,0,0,0,20.73,20.73,20.73
23,1,1,1,0,0,0,0,21.43,21.43,21.43
24,1,1,1,0,0,0,0,30.56,30.56,30.56
25,2,2,2,0,0,0,0,20.67,29.33,29.33
26,1,1,1,0,0,0,0,19.23,19.23,19.23
27,1,1,1,0,0,0,0,30.48,30.48,30.48
28,1,1,1,0,0,0,0,31.01,31.01,31.01
29,1,1,1,0,0,0,0,22.05,22.05,22.05
30,1,1,1,0,0,0,0,23.42,23.42,23.42
31,1,1,1,0,0,0,0,32.81,32.81,32.81
32,1,1,1,0,0,0,0,33.55,33.55,33.55
33,1,1,1,0,0,0,0,22.47,22.47,22.47
34,1,1,1,0,0,0,0,50.8,50.8,50.8
35,1,1,1,0,0,0,0,31.1,31.1,31.1
36,1,1,1,0,0,0,0,30.62,30.62,30.62
37,1,1,1,0,0,0,0,25.79,25.79,25.79
38,1,1,1,0,0,0,0,23.39,23.39,23.39
39,1,1,1,0,0,0,0,30.8,30.8,30.8
40,1,1,1,0,0,0,0,35.78,35.78,35.78
41,1,1,1,0,0,0,0,27.65,27.65,27.65
42,1,1,1,0,0,0,0,28.38,28.38,28.38
43,1,1,1,0,0,0,0,43.45,43.45,43.45
44,1,1,1,0,0,0,0,41.23,41.23,41.23
45,1,1,1,0,0,0,0,26.38,26.38,26.38
46,1,1,1,0,0,0,0,24.17,24.17,24.17
47,1,1,1,0,0,0,0,34.59,34.59,34.59
48,1,1,1,0,0,0,0,32.5,32.5,32.5
49,1,1,1,0,0,0,0,22.54,22.54,22.54
50,2,2,2,0,0,0,0,24.56,33.02,33.02
51,1,1,1,0,0,0,0,33.63,33.63,33.63
52,1,1,1,0,0,0,0,23.13,23.13,23.13
53,1,1,1,0,0,0,0,21.75,21.75,21.75
54,1,1,1,0,0,0,0,30.67,30.67,30.67
55,1,1,1,0,0,0,0,34.65,34.65,34.65
56,1,1,1,0,0,0,0,24.33,24.33,24.33
57,1,1,1,0,0,0,0,30.78,30.78,30.78
58,1,1,1,0,0,0,0,29.79,29.79,29.79
59,1,1,1,0,0,0,0,33.73,33.73,33.73
60,1,1,1,0,0,0,0,21.88,21.88,21.88
61,1,1,1,0,0,0,0,23.12,23.12,23.12
62,1,1,1,0,0,0,0,31.96,31.96,31.96
63,1,1,1,0,0,0,0,31.01,31.01,31.01
64,1,1,1,0,0,0,0,24.07,24.07,24.07
65,1,1,1,0,0,0,0,23.32,23.32,23.32
66,1,1,1,0,0,0,0,33.23,33.23,33.23
67,1,1,1,0,0,0,0,33.08,33.08,33.08
68,1,1,1,0,0,0,0,22.19,22.19,22.19
69,1,1,1,0,0,0,0,21.9,21.9,21.9
70,1,1,1,0,0,0,0,30.24,30.24,30.24
71,1,1,1,0,0,0,0,31.26,31.26,31.26
72,1,1,1,0,0,0,0,23.01,23.01,23.01
73,1,1,1,0,0,0,0,23.34,23.34,23.34
74,1,1,1,0,0,0,0,34.01,34.01,34.01
75,2,2,2,0,0,0,0,25.62,32.65,32.65
76,1,1,1,0,0,0,0,24.27,24.27,24.27
77,1,1,1,0,0,0,0,28.05,28.05,28.05
78,1,1,1,0,0,0,0,35.31,35.31,35.31
79,1,1,1,0,0,0,0,22.97,22.97,22.97
80,1,1,1,0,0,0,0,23.73,23.73,23.73
81,1,1,1,0,0,0,0,31.25,31.25,31.25
82,1,1,1,0,0,0,0,29.76,29.76,29.76
83,1,1,1,0,0,0,0,25.83,25.83,25.83
84,1,1,1,0,0,0,0,22.73,22.73,22.73
85,1,1,1,0,0,0,0,36.03,36.03,36.03
86,1,1,1,0,0,0,0,30.31,30.31,30.31
87,1,1,1,0,0,0,0,22.96,22.96,22.96
88,1,1,1,0,0,0,0,22.92,22.92,22.92
89,1,1,1,0,0,0,0,32.1,32.1,32.1
90,1,1,1,0,0,0,0,34.6,34.6,34.6
91,1,1,1,0,0,0,0,25.17,25.17,25.17
