t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,6,6,6,0,0,0,0,24.91,80.53,80.53
1,18,18,18,0,0,0,0,28.3,32.33,37.91
2,32,32,32,0,0,0,0,25.58,32.96,41.56
3,43,43,43,0,0,0,0,29.62,34.71,37.25
4,57,57,57,0,0,0,0,30.38,39.68,43.11
5,68,68,68,0,0,0,0,31.61,39.57,41.9
6,81,81,63,18,0,0,0,333.4,742.36,940.12
7,94,94,0,94,0,0,0,675.55,910.27,1442.01
8,106,106,0,106,0,0,0,817.37,1253.2,1375.82
9,119,119,0,119,0,0,0,1029.9,1441.14,1595.65
10,125,125,0,125,0,0,0,1236.89,1687.64,1993.78
11,125,125,0,125,0,0,0,1557.93,2014.96,2338.93
12,125,125,0,125,0,0,0,1914.78,2342.11,2819.4
13,125,125,0,125,0,0,0,2098.51,2988.76,3233.98
14,125,125,0,125,0,0,0,2409.39,3190.06,3448.66
15,98,98,0,98,0,0,0,2660.89,3407.3,3477.52
16,92,92,0,92,0,0,0,2594.62,3373.91,3497.95
17,92,92,0,92,0,0,0,2785.76,3426.38,3578.88
18,91,91,0,91,0,0,0,2578.03,3367.22,3395.31
19,93,93,0,93,0,0,0,2312.93,2952.1,3035.09
20,107,107,0,107,0,0,0,2184.17,2610.33,2656.8
21,115,115,0,115,0,0,0,2127.16,2289.49,2305.29
22,127,127,0,127,0,0,0,1822.19,2316.73,2332.99
23,131,131,0,131,0,0,0,1735.78,2328.0,2365.55
24,133,133,0,133,0,0,0,1790.45,2303.69,2448.14
25,129,129,0,129,0,0,0,1813.98,2234.41,2347.69
26,151,151,0,151,0,0,0,1538.12,2149.53,2264.51
27,162,162,0,162,0,0,0,1468.45,2213.86,2290.07
28,168,168,0,168,0,0,0,1708.94,2137.26,2364.49
29,159,159,0,159,0,0,0,1428.02,2418.95,2679.42
30,152,152,0,152,0,0,0,2558.97,3123.34,3366.39
31,106,106,0,106,0,0,0,2768.47,3140.82,3234.37
32,94,94,0,94,0,0,0,2789.86,3117.03,3311.48
33,105,105,0,105,0,0,0,2326.42,3305.17,3417.61
34,94,94,0,94,0,0,0,2689.9,3111.31,3150.23
35,96,96,0,96,0,0,0,2613.15,3278.96,3440.4
36,99,99,0,99,0,0,0,2887.24,3506.13,3791.61
37,91,91,0,91,0,0,0,2799.59,3585.56,3718.08
38,80,80,0,80,0,0,0,2819.51,3678.24,3857.73
39,88,88,0,88,0,0,0,2882.17,3622.79,3934.46
40,74,74,0,74,0,0,0,2781.24,3761.33,3819.26
41,87,87,0,87,0,0,0,3394.48,3783.51,4070.29
42,76,76,0,76,0,0,0,2944.65,3932.59,4231.53
43,77,77,0,77,0,0,0,3473.87,4046.78,4311.27
44,83,83,0,83,0,0,0,3556.04,4048.72,4222.48
45,75,75,0,75,0,0,0,3862.56,4107.08,4144.22
46,72,72,0,72,0,0,0,2931.25,4221.69,4377.1
47,83,83,0,83,0,0,0,3274.51,4264.02,4444.33
48,70,70,0,70,0,0,0,3182.94,4217.32,4444.16
49,74,74,0,74,0,0,0,3054.97,4244.82,4279.73
50,65,65,0,65,0,0,0,3327.67,4281.96,4383.62
51,85,85,0,85,0,0,0,4027.29,4290.71,4409.82
52,66,66,0,66,0,0,0,3939.21,4376.21,4438.51
53,76,76,0,76,0,0,0,3395.5,4282.2,4488.72
54,68,68,0,68,0,0,0,3599.1,4661.73,4722.91
55,69,69,0,69,0,0,0,2937.28,4656.49,4811.99
56,76,76,0,76,0,0,0,4119.99,4437.12,4758.58
57,63,63,0,63,0,0,0,2869.2,4415.22,4455.29
58,81,81,0,81,0,0,0,4023.82,4265.78,4728.88
59,66,66,0,66,0,0,0,3934.83,4464.27,4529.15
60,84,84,0,84,0,0,0,2996.99,4632.97,4789.78
61,56,56,0,56,0,0,0,2900.83,4884.03,5056.99
62,73,73,0,73,0,0,0,2886.99,5008.54,5050.11
63,90,90,0,90,0,0,0,3959.59,4869.43,4978.58
64,67,67,0,67,0,0,0,3193.65,5067.77,5230.3
65,70,70,0,70,0,0,0,2807.09,4766.3,4780.6
66,66,66,0,66,0,0,0,2882.89,4604.92,4627.36
67,67,67,0,67,0,0,0,2917.57,4742.02,4812.39
68,88,88,0,88,0,0,0,3885.61,4765.39,4919.65
69,65,65,0,65,0,0,0,3915.6,4581.08,4600.96
70,75,75,0,75,0,0,0,4010.18,4642.55,4771.73
71,66,66,0,66,0,0,0,4043.32,4665.67,4735.68
72,69,69,0,69,0,0,0,3235.87,4733.82,4917.61
73,79,79,0,79,0,0,0,2982.26,4636.0,4711.39
74,72,72,0,72,0,0,0,4324.91,4590.13,4826.73
75,69,69,0,69,0,0,0,4252.9,4862.51,5025.53
76,72,72,0,72,0,0,0,4244.62,4907.29,5117.01
77,72,72,0,72,0,0,0,4210.95,4979.09,5122.87
78,64,64,0,64,0,0,0,4375.26,4986.74,5078.15
79,66,66,0,66,0,0,0,2821.64,4685.71,4729.84
80,59,59,0,59,0,0,0,3889.1,4390.96,4476.12
81,91,91,0,91,0,0,0,3546.39,4112.97,4169.57
