t_rel_s,peticiones,tps,ok,err_408_presupuesto,err_429_cuota,err_5xx,err_conexion,p50_ms,p95_ms,p99_ms
0,1,1,1,0,0,0,0,83.34,83.34,83.34
1,1,1,1,0,0,0,0,27.24,27.24,27.24
2,1,1,1,0,0,0,0,30.06,30.06,30.06
3,1,1,1,0,0,0,0,36.38,36.38,36.38
4,1,1,1,0,0,0,0,32.27,32.27,32.27
5,1,1,1,0,0,0,0,25.37,25.37,25.37
6,1,1,1,0,0,0,0,29.05,29.05,29.05
7,1,1,1,0,0,0,0,36.47,36.47,36.47
8,1,1,1,0,0,0,0,32.35,32.35,32.35
9,1,1,1,0,0,0,0,33.99,33.99,33.99
10,1,1,1,0,0,0,0,32.88,32.88,32.88
11,1,1,1,0,0,0,0,30.17,30.17,30.17
12,1,1,1,0,0,0,0,29.85,29.85,29.85
13,1,1,1,0,0,0,0,22.97,22.97,22.97
14,1,1,1,0,0,0,0,29.67,29.67,29.67
15,1,1,1,0,0,0,0,23.81,23.81,23.81
16,1,1,1,0,0,0,0,23.2,23.2,23.2
17,1,1,1,0,0,0,0,30.08,30.08,30.08
18,1,1,1,0,0,0,0,32.17,32.17,32.17
19,1,1,1,0,0,0,0,32.47,32.47,32.47
20,1,1,1,0,0,0,0,33.06,33.06,33.06
21,1,1,1,0,0,0,0,32.07,32.07,32.07
22,1,1,1,0,0,0,0,32.04,32.04,32.04
23,1,1,1,0,0,0,0,29.87,29.87,29.87
24,1,1,1,0,0,0,0,32.13,32.13,32.13
25,2,2,2,0,0,0,0,26.24,27.68,27.68
26,1,1,1,0,0,0,0,18.93,18.93,18.93
27,1,1,1,0,0,0,0,30.08,30.08,30.08
28,1,1,1,0,0,0,0,32.92,32.92,32.92
29,1,1,1,0,0,0,0,30.36,30.36,30.36
30,1,1,1,0,0,0,0,32.79,32.79,32.79
31,1,1,1,0,0,0,0,30.64,30.64,30.64
32,1,1,1,0,0,0,0,32.38,32.38,32.38
33,1,1,1,0,0,0,0,24.82,24.82,24.82
34,1,1,1,0,0,0,0,29.3,29.3,29.3
35,1,1,1,0,0,0,0,32.72,32.72,32.72
36,1,1,1,0,0,0,0,21.48,21.48,21.48
37,1,1,1,0,0,0,0,29.03,29.03,29.03
38,1,1,1,0,0,0,0,22.44,22.44,22.44
39,1,1,1,0,0,0,0,30.79,30.79,30.79
40,1,1,1,0,0,0,0,28.68,28.68,28.68
41,1,1,1,0,0,0,0,32.19,32.19,32.19
42,1,1,1,0,0,0,0,19.62,19.62,19.62
43,1,1,1,0,0,0,0,31.37,31.37,31.37
44,1,1,1,0,0,0,0,24.65,24.65,24.65
45,1,1,1,0,0,0,0,29.42,29.42,29.42
46,1,1,1,0,0,0,0,31.06,31.06,31.06
47,1,1,1,0,0,0,0,30.82,30.82,30.82
48,1,1,1,0,0,0,0,23.54,23.54,23.54
49,1,1,1,0,0,0,0,28.71,28.71,28.71
50,2,2,2,0,0,0,0,30.86,40.91,40.91
51,1,1,1,0,0,0,0,27.63,27.63,27.63
52,1,1,1,0,0,0,0,30.68,30.68,30.68
53,1,1,1,0,0,0,0,30.25,30.25,30.25
54,1,1,1,0,0,0,0,29.37,29.37,29.37
55,1,1,1,0,0,0,0,21.29,21.29,21.29
56,1,1,1,0,0,0,0,32.08,32.08,32.08
57,1,1,1,0,0,0,0,24.82,24.82,24.82
58,1,1,1,0,0,0,0,36.25,36.25,36.25
59,1,1,1,0,0,0,0,36.68,36.68,36.68
60,1,1,1,0,0,0,0,22.45,22.45,22.45
61,1,1,1,0,0,0,0,55.14,55.14,55.14
62,1,1,1,0,0,0,0,36.52,36.52,36.52
63,1,1,1,0,0,0,0,31.55,31.55,31.55
64,1,1,1,0,0,0,0,31.67,31.67,31.67
65,1,1,1,0,0,0,0,24.27,24.27,24.27
66,1,1,1,0,0,0,0,36.92,36.92,36.92
67,1,1,1,0,0,0,0,26.42,26.42,26.42
68,1,1,1,0,0,0,0,29.54,29.54,29.54
69,1,1,1,0,0,0,0,26.6,26.6,26.6
70,1,1,1,0,0,0,0,32.58,32.58,32.58
71,1,1,1,0,0,0,0,34.42,34.42,34.42
72,1,1,1,0,0,0,0,30.93,30.93,30.93
73,1,1,1,0,0,0,0,34.11,34.11,34.11
74,1,1,1,0,0,0,0,27.66,27.66,27.66
75,2,2,2,0,0,0,0,24.48,31.95,31.95
76,1,1,1,0,0,0,0,32.51,32.51,32.51
77,1,1,1,0,0,0,0,26.9,26.9,26.9
78,1,1,1,0,0,0,0,24.96,24.96,24.96
79,1,1,1,0,0,0,0,36.66,36.66,36.66
80,1,1,1,0,0,0,0,34.86,34.86,34.86
81,1,1,1,0,0,0,0,29.61,29.61,29.61
82,1,1,1,0,0,0,0,38.76,38.76,38.76
83,1,1,1,0,0,0,0,33.64,33.64,33.64
84,1,1,1,0,0,0,0,23.85,23.85,23.85
85,1,1,1,0,0,0,0,33.24,33.24,33.24
86,1,1,1,0,0,0,0,29.18,29.18,29.18
87,1,1,1,0,0,0,0,32.25,32.25,32.25
88,1,1,1,0,0,0,0,28.6,28.6,28.6
89,1,1,1,0,0,0,0,31.58,31.58,31.58
90,1,1,1,0,0,0,0,32.34,32.34,32.34
91,1,1,1,0,0,0,0,32.08,32.08,32.08
92,1,1,1,0,0,0,0,30.46,30.46,30.46
93,1,1,1,0,0,0,0,35.0,35.0,35.0
94,1,1,1,0,0,0,0,25.54,25.54,25.54
95,1,1,1,0,0,0,0,32.52,32.52,32.52
96,1,1,1,0,0,0,0,29.68,29.68,29.68
97,1,1,1,0,0,0,0,32.07,32.07,32.07
98,1,1,1,0,0,0,0,29.92,29.92,29.92
99,1,1,1,0,0,0,0,24.56,24.56,24.56
100,2,2,2,0,0,0,0,23.27,32.06,32.06
101,1,1,1,0,0,0,0,31.23,31.23,31.23
102,1,1,1,0,0,0,0,45.02,45.02,45.02
103,1,1,1,0,0,0,0,42.84,42.84,42.84
104,1,1,1,0,0,0,0,33.16,33.16,33.16
105,1,1,1,0,0,0,0,31.31,31.31,31.31
106,1,1,1,0,0,0,0,29.77,29.77,29.77
107,1,1,1,0,0,0,0,59.75,59.75,59.75
108,1,1,1,0,0,0,0,34.12,34.12,34.12
109,1,1,1,0,0,0,0,47.59,47.59,47.59
110,1,1,1,0,0,0,0,29.89,29.89,29.89
111,1,1,1,0,0,0,0,29.07,29.07,29.07
112,1,1,1,0,0,0,0,30.19,30.19,30.19
